id,eventID,eventDate,geodeticDatum,countryCode,locationID,eventRemarks,decimalLatitude,decimalLongitude,minimumDepthInMeters,maximumDepthInMeters,coordinateUncertaintyInMeters
MDIBL-habs_Bass_Harbor_21B_2009-09-01T13:00:00UTC,Bass_Harbor_21B_2009-09-01T13:00:00UTC,2009-09-01T13:00:00Z,EPSG:4326 WGS84,US,Bass_Harbor_21B,"NA|Wind direction: N.  Sunny outside.",44.2347384,-68.34908401,0.5,1,200
MDIBL-habs_Bass_Harbor_21B_2009-09-10T16:45:00UTC,Bass_Harbor_21B_2009-09-10T16:45:00UTC,2009-09-10T16:45:00Z,EPSG:4326 WGS84,US,Bass_Harbor_21B,"NA|Wind direction:  E.",44.2347384,-68.34908401,0.5,1,200
MDIBL-habs_Bass_Harbor_21B_2009-09-15T13:00:00UTC,Bass_Harbor_21B_2009-09-15T13:00:00UTC,2009-09-15T13:00:00Z,EPSG:4326 WGS84,US,Bass_Harbor_21B,Pseudonitzchia has been increasing in numbers during the last three weeks.|Wind direction: N.  (little wind).,44.2347384,-68.34908401,0.5,1,200
MDIBL-habs_Bar_Harbor_Town_Pier_22D_2009-09-16T14:15:00UTC,Bar_Harbor_Town_Pier_22D_2009-09-16T14:15:00UTC,2009-09-16T14:15:00Z,EPSG:4326 WGS84,US,Bar_Harbor_Town_Pier_22D,"NA|wind direction: NE.",44.402771,-68.202588,0.5,1,5
MDIBL-habs_MDIBL_Dock_22G_2009-09-16T15:15:00UTC,MDIBL_Dock_22G_2009-09-16T15:15:00UTC,2009-09-16T15:15:00Z,EPSG:4326 WGS84,US,MDIBL_Dock_22G,no rhizosolenia chains|Wind direction: NE.,44.39152,-68.192764,0.5,1,5
MDIBL-habs_Bar_Harbor_Town_Pier_22D_2009-09-23T16:25:00UTC,Bar_Harbor_Town_Pier_22D_2009-09-23T16:25:00UTC,2009-09-23T16:25:00Z,EPSG:4326 WGS84,US,Bar_Harbor_Town_Pier_22D,lots of zooplankton & eggs.|wind direction: NE.,44.402771,-68.202588,0.5,1,5
MDIBL-habs_Bass_Harbor_21B_2010-03-18T17:30:00UTC,Bass_Harbor_21B_2010-03-18T17:30:00UTC,2010-03-18T17:30:00Z,EPSG:4326 WGS84,US,Bass_Harbor_21B,"NA|NA",44.2347384,-68.34908401,0.5,1,200
MDIBL-habs_Bass_Harbor_21B_2010-04-02T15:15:00UTC,Bass_Harbor_21B_2010-04-02T15:15:00UTC,2010-04-02T15:15:00Z,EPSG:4326 WGS84,US,Bass_Harbor_21B,Transparency bottomed out. No water remp.|NA,44.2347384,-68.34908401,0.5,1,200
MDIBL-habs_Bar_Harbor_Town_Pier_22D_2010-04-02T16:00:00UTC,Bar_Harbor_Town_Pier_22D_2010-04-02T16:00:00UTC,2010-04-02T16:00:00Z,EPSG:4326 WGS84,US,Bar_Harbor_Town_Pier_22D,"NA|NA",44.402771,-68.202588,0.5,1,5
MDIBL-habs_Bass_Harbor_21B_2010-04-08T13:00:00UTC,Bass_Harbor_21B_2010-04-08T13:00:00UTC,2010-04-08T13:00:00Z,EPSG:4326 WGS84,US,Bass_Harbor_21B,"NA|NA",44.2347384,-68.34908401,0.5,1,200
MDIBL-habs_Bar_Harbor_Town_Pier_22D_2010-04-08T14:00:00UTC,Bar_Harbor_Town_Pier_22D_2010-04-08T14:00:00UTC,2010-04-08T13:59:59Z,EPSG:4326 WGS84,US,Bar_Harbor_Town_Pier_22D,"NA|NA",44.402771,-68.202588,0.5,1,5
MDIBL-habs_Bar_Harbor_Town_Pier_22D_2010-04-13T15:20:00UTC,Bar_Harbor_Town_Pier_22D_2010-04-13T15:20:00UTC,2010-04-13T15:20:00Z,EPSG:4326 WGS84,US,Bar_Harbor_Town_Pier_22D,"NA|2 lobsterboats present. Construction nearby. Bright sunny day.",44.402771,-68.202588,0.5,1,5
MDIBL-habs_Bass_Harbor_21B_2010-04-16T17:12:00UTC,Bass_Harbor_21B_2010-04-16T17:12:00UTC,2010-04-16T17:12:00Z,EPSG:4326 WGS84,US,Bass_Harbor_21B,"NA|NA",44.2347384,-68.34908401,0.5,1,200
MDIBL-habs_Bar_Harbor_Town_Pier_22D_2010-04-23T14:22:00UTC,Bar_Harbor_Town_Pier_22D_2010-04-23T14:22:00UTC,2010-04-23T14:21:59Z,EPSG:4326 WGS84,US,Bar_Harbor_Town_Pier_22D,"NA|Transparency bottomed out.Cloudy. Construction nearby.",44.402771,-68.202588,0.5,1,5
MDIBL-habs_Bass_Harbor_21B_2010-04-23T15:18:00UTC,Bass_Harbor_21B_2010-04-23T15:18:00UTC,2010-04-23T15:17:59Z,EPSG:4326 WGS84,US,Bass_Harbor_21B,"NA|lobsterboat pulled up and then departed near low tide",44.2347384,-68.34908401,0.5,1,200
MDIBL-habs_Bar_Harbor_Town_Pier_22D_2010-04-27T14:12:00UTC,Bar_Harbor_Town_Pier_22D_2010-04-27T14:12:00UTC,2010-04-27T14:12:00Z,EPSG:4326 WGS84,US,Bar_Harbor_Town_Pier_22D,"NA|Marine construction going on.",44.402771,-68.202588,0.5,1,5
MDIBL-habs_Bar_Harbor_Town_Pier_22D_2010-05-11T14:35:00UTC,Bar_Harbor_Town_Pier_22D_2010-05-11T14:35:00UTC,2010-05-11T14:35:00Z,EPSG:4326 WGS84,US,Bar_Harbor_Town_Pier_22D,"NA|lots of fine fibers in H2O",44.402771,-68.202588,0.5,1,5
MDIBL-habs_MDIBL_Dock_22G_2010-05-14T17:20:00UTC,MDIBL_Dock_22G_2010-05-14T17:20:00UTC,2010-05-14T17:19:59Z,EPSG:4326 WGS84,US,MDIBL_Dock_22G,"NA|NA",44.39152,-68.192764,0.5,1,5
MDIBL-habs_Bass_Harbor_21B_2010-05-17T17:10:00UTC,Bass_Harbor_21B_2010-05-17T17:10:00UTC,2010-05-17T17:10:00Z,EPSG:4326 WGS84,US,Bass_Harbor_21B,"NA|NA",44.2347384,-68.34908401,0.5,1,200
MDIBL-habs_Bass_Harbor_21B_2010-05-28T15:45:00UTC,Bass_Harbor_21B_2010-05-28T15:45:00UTC,2010-05-28T15:45:00Z,EPSG:4326 WGS84,US,Bass_Harbor_21B,"NA|NA",44.2347384,-68.34908401,0.5,1,200
MDIBL-habs_Bar_Harbor_Town_Pier_22D_2010-05-28T16:30:00UTC,Bar_Harbor_Town_Pier_22D_2010-05-28T16:30:00UTC,2010-05-28T16:30:00Z,EPSG:4326 WGS84,US,Bar_Harbor_Town_Pier_22D,"NA|NA",44.402771,-68.202588,0.5,1,5
MDIBL-habs_MDIBL_Dock_22G_2010-05-28T17:20:00UTC,MDIBL_Dock_22G_2010-05-28T17:20:00UTC,2010-05-28T17:19:59Z,EPSG:4326 WGS84,US,MDIBL_Dock_22G,"NA|NA",44.39152,-68.192764,0.5,1,5
MDIBL-habs_MDIBL_Dock_22G_2010-06-03T14:30:00UTC,MDIBL_Dock_22G_2010-06-03T14:30:00UTC,2010-06-03T14:30:00Z,EPSG:4326 WGS84,US,MDIBL_Dock_22G,"NA|Transparency: 2.55 m to bottom.",44.39152,-68.192764,0.5,1,5
MDIBL-habs_Bass_Harbor_21B_2010-06-04T13:00:00UTC,Bass_Harbor_21B_2010-06-04T13:00:00UTC,2010-06-04T13:00:00Z,EPSG:4326 WGS84,US,Bass_Harbor_21B,No DO|NA,44.2347384,-68.34908401,0.5,1,200
MDIBL-habs_Bar_Harbor_Town_Pier_22D_2010-06-04T13:53:00UTC,Bar_Harbor_Town_Pier_22D_2010-06-04T13:53:00UTC,2010-06-04T13:52:59Z,EPSG:4326 WGS84,US,Bar_Harbor_Town_Pier_22D,No D.O.|Transparency: 2.75 m to bottom,44.402771,-68.202588,0.5,1,5
MDIBL-habs_MDIBL_Dock_22G_2010-06-07T14:00:00UTC,MDIBL_Dock_22G_2010-06-07T14:00:00UTC,2010-06-07T13:59:59Z,EPSG:4326 WGS84,US,MDIBL_Dock_22G,"NA|NA",44.39152,-68.192764,0.5,1,5
MDIBL-habs_Bar_Harbor_Town_Pier_22D_2010-06-07T18:12:00UTC,Bar_Harbor_Town_Pier_22D_2010-06-07T18:12:00UTC,2010-06-07T18:11:59Z,EPSG:4326 WGS84,US,Bar_Harbor_Town_Pier_22D,"NA|NA",44.402771,-68.202588,0.5,1,5
MDIBL-habs_Bass_Harbor_21B_2010-06-08T13:00:00UTC,Bass_Harbor_21B_2010-06-08T13:00:00UTC,2010-06-08T13:00:00Z,EPSG:4326 WGS84,US,Bass_Harbor_21B,"NA|NA",44.2347384,-68.34908401,0.5,1,200
MDIBL-habs_MDIBL_Dock_22G_2010-06-14T15:10:00UTC,MDIBL_Dock_22G_2010-06-14T15:10:00UTC,2010-06-14T15:09:59Z,EPSG:4326 WGS84,US,MDIBL_Dock_22G,"NA|NA",44.39152,-68.192764,0.5,1,5
MDIBL-habs_Bass_Harbor_21B_2010-06-14T17:15:00UTC,Bass_Harbor_21B_2010-06-14T17:15:00UTC,2010-06-14T17:15:00Z,EPSG:4326 WGS84,US,Bass_Harbor_21B,"3 D.O.s were taken: 9.5, 9.2, 9.2|lots of oil in the water",44.2347384,-68.34908401,0.5,1,200
MDIBL-habs_Bar_Harbor_Town_Pier_22D_2010-06-15T14:10:00UTC,Bar_Harbor_Town_Pier_22D_2010-06-15T14:10:00UTC,2010-06-15T14:10:00Z,EPSG:4326 WGS84,US,Bar_Harbor_Town_Pier_22D,"NA|NA",44.402771,-68.202588,0.5,1,5
MDIBL-habs_Bar_Harbor_Town_Pier_22D_2010-06-21T15:10:00UTC,Bar_Harbor_Town_Pier_22D_2010-06-21T15:10:00UTC,2010-06-21T15:09:59Z,EPSG:4326 WGS84,US,Bar_Harbor_Town_Pier_22D,"NA|NA",44.402771,-68.202588,0.5,1,5
MDIBL-habs_MDIBL_Dock_22G_2010-06-22T13:20:00UTC,MDIBL_Dock_22G_2010-06-22T13:20:00UTC,2010-06-22T13:20:00Z,EPSG:4326 WGS84,US,MDIBL_Dock_22G,"NA|Surface of sample area was slick with oil from nearby motor boats.",44.39152,-68.192764,0.5,1,5
MDIBL-habs_Bass_Harbor_21B_2010-06-22T14:00:00UTC,Bass_Harbor_21B_2010-06-22T14:00:00UTC,2010-06-22T13:59:59Z,EPSG:4326 WGS84,US,Bass_Harbor_21B,"NA|NA",44.2347384,-68.34908401,0.5,1,200
MDIBL-habs_Bar_Harbor_Town_Pier_22D_2010-06-22T15:10:00UTC,Bar_Harbor_Town_Pier_22D_2010-06-22T15:10:00UTC,2010-06-22T15:09:59Z,EPSG:4326 WGS84,US,Bar_Harbor_Town_Pier_22D,"D.O: 8.7, 8.9, 9.0 = Average of: 8.9|Transparency: hit bottom at 3.05m",44.402771,-68.202588,0.5,1,5
MDIBL-habs_Bass_Harbor_21B_2010-06-28T16:01:00UTC,Bass_Harbor_21B_2010-06-28T16:01:00UTC,2010-06-28T16:00:59Z,EPSG:4326 WGS84,US,Bass_Harbor_21B,"NA|NA",44.2347384,-68.34908401,0.5,1,200
MDIBL-habs_Bar_Harbor_Town_Pier_22D_2010-06-28T17:01:00UTC,Bar_Harbor_Town_Pier_22D_2010-06-28T17:01:00UTC,2010-06-28T17:01:00Z,EPSG:4326 WGS84,US,Bar_Harbor_Town_Pier_22D,"NA|Oil slick on water, lots of active boats coming in and out of the harbor during sampling.",44.402771,-68.202588,0.5,1,5
MDIBL-habs_MDIBL_Dock_22G_2010-07-02T17:34:00UTC,MDIBL_Dock_22G_2010-07-02T17:34:00UTC,2010-07-02T17:33:59Z,EPSG:4326 WGS84,US,MDIBL_Dock_22G,"NA|NA",44.39152,-68.192764,0.5,1,5
MDIBL-habs_Bass_Harbor_21B_2010-07-05T14:53:00UTC,Bass_Harbor_21B_2010-07-05T14:53:00UTC,2010-07-05T14:53:00Z,EPSG:4326 WGS84,US,Bass_Harbor_21B,"NA|NA",44.2347384,-68.34908401,0.5,1,200
MDIBL-habs_MDIBL_Dock_22G_2010-07-09T14:00:00UTC,MDIBL_Dock_22G_2010-07-09T14:00:00UTC,2010-07-09T13:59:59Z,EPSG:4326 WGS84,US,MDIBL_Dock_22G,Both Dinophysis and Rhizosolenia were Present.|NA,44.39152,-68.192764,0.5,1,5
MDIBL-habs_Bass_Harbor_21B_2010-07-12T15:45:00UTC,Bass_Harbor_21B_2010-07-12T15:45:00UTC,2010-07-12T15:45:00Z,EPSG:4326 WGS84,US,Bass_Harbor_21B,"Dinophysis= Rare, Rhizosolenia= Rare.|NA",44.2347384,-68.34908401,0.5,1,200
MDIBL-habs_Bar_Harbor_Town_Pier_22D_2010-07-12T16:40:00UTC,Bar_Harbor_Town_Pier_22D_2010-07-12T16:40:00UTC,2010-07-12T16:39:59Z,EPSG:4326 WGS84,US,Bar_Harbor_Town_Pier_22D,"NA|NA",44.402771,-68.202588,0.5,1,5
MDIBL-habs_MDIBL_Dock_22G_2010-07-14T17:00:00UTC,MDIBL_Dock_22G_2010-07-14T17:00:00UTC,2010-07-14T16:59:59Z,EPSG:4326 WGS84,US,MDIBL_Dock_22G,"Dinophysis: common, other two were rare.|NA",44.39152,-68.192764,0.5,1,5
MDIBL-habs_MDIBL_Dock_22G_2010-07-16T17:20:00UTC,MDIBL_Dock_22G_2010-07-16T17:20:00UTC,2010-07-16T17:19:59Z,EPSG:4326 WGS84,US,MDIBL_Dock_22G,"Dinophysis P, others R|NA",44.39152,-68.192764,0.5,1,5
MDIBL-habs_MDIBL_Dock_22G_2010-07-23T13:00:00UTC,MDIBL_Dock_22G_2010-07-23T13:00:00UTC,2010-07-23T13:00:00Z,EPSG:4326 WGS84,US,MDIBL_Dock_22G,There were a substainstial amount of zooplankton as well as a possible amount of Scrippsiella and/or Alexandrium in the sample.|The wind direction was a little sketchy; we couldn't determine whether it was North or Northwest.,44.39152,-68.192764,0.5,1,5
MDIBL-habs_Bass_Harbor_21B_2010-07-23T13:40:00UTC,Bass_Harbor_21B_2010-07-23T13:40:00UTC,2010-07-23T13:39:59Z,EPSG:4326 WGS84,US,Bass_Harbor_21B,"NA|NA",44.2347384,-68.34908401,0.5,1,200
MDIBL-habs_Bar_Harbor_Town_Pier_22D_2010-07-23T14:40:00UTC,Bar_Harbor_Town_Pier_22D_2010-07-23T14:40:00UTC,2010-07-23T14:39:59Z,EPSG:4326 WGS84,US,Bar_Harbor_Town_Pier_22D,"NA|NA",44.402771,-68.202588,0.5,1,5
MDIBL-habs_Bass_Harbor_21B_2010-07-26T12:00:00UTC,Bass_Harbor_21B_2010-07-26T12:00:00UTC,2010-07-26T12:00:00Z,EPSG:4326 WGS84,US,Bass_Harbor_21B,"Guinardia: common, Thalassiosira: present, Ceratium: present.|NA",44.2347384,-68.34908401,0.5,1,200
MDIBL-habs_Bar_Harbor_Town_Pier_22D_2010-07-30T16:20:00UTC,Bar_Harbor_Town_Pier_22D_2010-07-30T16:20:00UTC,2010-07-30T16:20:00Z,EPSG:4326 WGS84,US,Bar_Harbor_Town_Pier_22D,"Dinophysis: rare. Guinardia: abundant,Thalassiosira: rare.|Salinity was not done",44.402771,-68.202588,0.5,1,5
MDIBL-habs_MDIBL_Dock_22G_2010-07-30T17:20:00UTC,MDIBL_Dock_22G_2010-07-30T17:20:00UTC,2010-07-30T17:19:59Z,EPSG:4326 WGS84,US,MDIBL_Dock_22G,"Dinophysis: rare,Guinardia: present|NA",44.39152,-68.192764,0.5,1,5
MDIBL-habs_Bar_Harbor_Town_Pier_22D_2010-08-03T12:35:00UTC,Bar_Harbor_Town_Pier_22D_2010-08-03T12:35:00UTC,2010-08-03T12:35:00Z,EPSG:4326 WGS84,US,Bar_Harbor_Town_Pier_22D,"DO was unsuccesful. Guinardia: present, Thalassiosira/Dinophysis: rare|NA",44.402771,-68.202588,0.5,1,5
MDIBL-habs_Bass_Harbor_21B_2010-08-03T13:40:00UTC,Bass_Harbor_21B_2010-08-03T13:40:00UTC,2010-08-03T13:39:59Z,EPSG:4326 WGS84,US,Bass_Harbor_21B,"DO was unsuccesful. Guinardia: present, Scripsiella: rare, Coscinodiscus: rare.|Disk hit bottom but was still visible at 4 meters.",44.2347384,-68.34908401,0.5,1,200
MDIBL-habs_MDIBL_Dock_22G_2010-08-03T17:13:00UTC,MDIBL_Dock_22G_2010-08-03T17:13:00UTC,2010-08-03T17:12:59Z,EPSG:4326 WGS84,US,MDIBL_Dock_22G,"Dinophysis: common, Guinardia: present|NA",44.39152,-68.192764,0.5,1,5
MDIBL-habs_Bass_Harbor_21B_2010-08-09T17:30:00UTC,Bass_Harbor_21B_2010-08-09T17:30:00UTC,2010-08-09T17:30:00Z,EPSG:4326 WGS84,US,Bass_Harbor_21B,Guidnardia is present in great abundance|NA,44.2347384,-68.34908401,0.5,1,200
MDIBL-habs_Bar_Harbor_Town_Pier_22D_2010-08-09T18:45:00UTC,Bar_Harbor_Town_Pier_22D_2010-08-09T18:45:00UTC,2010-08-09T18:45:00Z,EPSG:4326 WGS84,US,Bar_Harbor_Town_Pier_22D,"Guinardia in great abundance, Dinophysis too|NA",44.402771,-68.202588,0.5,1,5
MDIBL-habs_MDIBL_Dock_22G_2010-08-13T17:15:00UTC,MDIBL_Dock_22G_2010-08-13T17:15:00UTC,2010-08-13T17:15:00Z,EPSG:4326 WGS84,US,MDIBL_Dock_22G,"NA|NA",44.39152,-68.192764,0.5,1,5
MDIBL-habs_Bar_Harbor_Town_Pier_22D_2010-08-16T18:30:00UTC,Bar_Harbor_Town_Pier_22D_2010-08-16T18:30:00UTC,2010-08-16T18:29:59Z,EPSG:4326 WGS84,US,Bar_Harbor_Town_Pier_22D,All rare|NA,44.402771,-68.202588,0.5,1,5
MDIBL-habs_MDIBL_Dock_22G_2010-08-20T13:11:00UTC,MDIBL_Dock_22G_2010-08-20T13:11:00UTC,2010-08-20T13:11:00Z,EPSG:4326 WGS84,US,MDIBL_Dock_22G,"NA|NA",44.39152,-68.192764,0.5,1,5
MDIBL-habs_Bar_Harbor_Town_Pier_22D_2010-08-27T17:20:00UTC,Bar_Harbor_Town_Pier_22D_2010-08-27T17:20:00UTC,2010-08-27T17:19:59Z,EPSG:4326 WGS84,US,Bar_Harbor_Town_Pier_22D,"Also noteworthy, Scripsiella rare and Gonyaulax rare|NA",44.402771,-68.202588,0.5,1,5
MDIBL-habs_MDIBL_Dock_22G_2010-08-27T19:29:00UTC,MDIBL_Dock_22G_2010-08-27T19:29:00UTC,2010-08-27T19:29:00Z,EPSG:4326 WGS84,US,MDIBL_Dock_22G,Dominant species were rare.  Dinophysis dropped off for the first time this summer|NA,44.39152,-68.192764,0.5,1,5
MDIBL-habs_Bass_Harbor_21B_2010-09-02T12:15:00UTC,Bass_Harbor_21B_2010-09-02T12:15:00UTC,2010-09-02T12:15:00Z,EPSG:4326 WGS84,US,Bass_Harbor_21B,all rare|NA,44.2347384,-68.34908401,0.5,1,200
MDIBL-habs_MDIBL_Dock_22G_2010-09-03T14:00:00UTC,MDIBL_Dock_22G_2010-09-03T14:00:00UTC,2010-09-03T13:59:59Z,EPSG:4326 WGS84,US,MDIBL_Dock_22G,"NA|NA",44.39152,-68.192764,0.5,1,5
MDIBL-habs_Bar_Harbor_Town_Pier_22D_2010-09-07T14:15:00UTC,Bar_Harbor_Town_Pier_22D_2010-09-07T14:15:00UTC,2010-09-07T14:15:00Z,EPSG:4326 WGS84,US,Bar_Harbor_Town_Pier_22D,all rare|NA,44.402771,-68.202588,0.5,1,5
MDIBL-habs_Bass_Harbor_21B_2010-09-09T17:12:00UTC,Bass_Harbor_21B_2010-09-09T17:12:00UTC,2010-09-09T17:12:00Z,EPSG:4326 WGS84,US,Bass_Harbor_21B,"NA|NA",44.2347384,-68.34908401,0.5,1,200
MDIBL-habs_MDIBL_Dock_22G_2010-09-09T18:45:00UTC,MDIBL_Dock_22G_2010-09-09T18:45:00UTC,2010-09-09T18:45:00Z,EPSG:4326 WGS84,US,MDIBL_Dock_22G,"NA|NA",44.39152,-68.192764,0.5,1,5
MDIBL-habs_MDIBL_Dock_22G_2010-09-15T14:30:00UTC,MDIBL_Dock_22G_2010-09-15T14:30:00UTC,2010-09-15T14:30:00Z,EPSG:4326 WGS84,US,MDIBL_Dock_22G,"NA|NA",44.39152,-68.192764,0.5,1,5
MDIBL-habs_Bass_Harbor_21B_2010-09-15T17:23:00UTC,Bass_Harbor_21B_2010-09-15T17:23:00UTC,2010-09-15T17:23:00Z,EPSG:4326 WGS84,US,Bass_Harbor_21B,"NA|NA",44.2347384,-68.34908401,0.5,1,200
MDIBL-habs_Bar_Harbor_Town_Pier_22D_2010-09-16T20:21:00UTC,Bar_Harbor_Town_Pier_22D_2010-09-16T20:21:00UTC,2010-09-16T20:21:00Z,EPSG:4326 WGS84,US,Bar_Harbor_Town_Pier_22D,All dominant species rare. Species 3#: Skeletonema spp.|Sechi disk hit bottom at 5m and still visible,44.402771,-68.202588,0.5,1,5
MDIBL-habs_MDIBL_Dock_22G_2010-09-20T13:50:00UTC,MDIBL_Dock_22G_2010-09-20T13:50:00UTC,2010-09-20T13:50:00Z,EPSG:4326 WGS84,US,MDIBL_Dock_22G,"NA|NA",44.39152,-68.192764,0.5,1,5
MDIBL-habs_Bass_Harbor_21B_2010-09-29T15:00:00UTC,Bass_Harbor_21B_2010-09-29T15:00:00UTC,2010-09-29T15:00:00Z,EPSG:4326 WGS84,US,Bass_Harbor_21B,"NA|NA",44.2347384,-68.34908401,0.5,1,200
MDIBL-habs_MDIBL_Dock_22G_2010-09-30T18:20:00UTC,MDIBL_Dock_22G_2010-09-30T18:20:00UTC,2010-09-30T18:20:00Z,EPSG:4326 WGS84,US,MDIBL_Dock_22G,"NA|NA",44.39152,-68.192764,0.5,1,5
MDIBL-habs_Northeast_Harbor_21C_2010-10-01T17:05:00UTC,Northeast_Harbor_21C_2010-10-01T17:05:00UTC,2010-10-01T17:05:00Z,EPSG:4326 WGS84,US,Northeast_Harbor_21C,"NA|NA",44.29663082,-68.28161929,0.5,1,200
MDIBL-habs_Bar_Harbor_Town_Pier_22D_2010-10-01T20:30:00UTC,Bar_Harbor_Town_Pier_22D_2010-10-01T20:30:00UTC,2010-10-01T20:30:00Z,EPSG:4326 WGS84,US,Bar_Harbor_Town_Pier_22D,All Rare|Wind is approximated from Beaufort,44.402771,-68.202588,0.5,1,5
MDIBL-habs_Bass_Harbor_21B_2010-10-07T16:20:00UTC,Bass_Harbor_21B_2010-10-07T16:20:00UTC,2010-10-07T16:20:00Z,EPSG:4326 WGS84,US,Bass_Harbor_21B,"NA|NA",44.2347384,-68.34908401,0.5,1,200
MDIBL-habs_MDIBL_Dock_22G_2010-10-07T17:20:00UTC,MDIBL_Dock_22G_2010-10-07T17:20:00UTC,2010-10-07T17:19:59Z,EPSG:4326 WGS84,US,MDIBL_Dock_22G,"NA|NA",44.39152,-68.192764,0.5,1,5
MDIBL-habs_Bass_Harbor_21B_2010-10-14T16:55:00UTC,Bass_Harbor_21B_2010-10-14T16:55:00UTC,2010-10-14T16:54:59Z,EPSG:4326 WGS84,US,Bass_Harbor_21B,"NA|NA",44.2347384,-68.34908401,0.5,1,200
MDIBL-habs_MDIBL_Dock_22G_2010-10-14T18:20:00UTC,MDIBL_Dock_22G_2010-10-14T18:20:00UTC,2010-10-14T18:20:00Z,EPSG:4326 WGS84,US,MDIBL_Dock_22G,"NA|NA",44.39152,-68.192764,0.5,1,5
MDIBL-habs_Bass_Harbor_21B_2010-10-21T13:45:00UTC,Bass_Harbor_21B_2010-10-21T13:45:00UTC,2010-10-21T13:45:00Z,EPSG:4326 WGS84,US,Bass_Harbor_21B,"NA|NA",44.2347384,-68.34908401,0.5,1,200
MDIBL-habs_MDIBL_Dock_22G_2010-10-21T15:15:00UTC,MDIBL_Dock_22G_2010-10-21T15:15:00UTC,2010-10-21T15:15:00Z,EPSG:4326 WGS84,US,MDIBL_Dock_22G,"NA|NA",44.39152,-68.192764,0.5,1,5
MDIBL-habs_Bar_Harbor_Town_Pier_22D_2010-10-21T16:00:00UTC,Bar_Harbor_Town_Pier_22D_2010-10-21T16:00:00UTC,2010-10-21T16:00:00Z,EPSG:4326 WGS84,US,Bar_Harbor_Town_Pier_22D,"NA|NA",44.402771,-68.202588,0.5,1,5
MDIBL-habs_Bass_Harbor_21B_2010-10-28T16:30:00UTC,Bass_Harbor_21B_2010-10-28T16:30:00UTC,2010-10-28T16:30:00Z,EPSG:4326 WGS84,US,Bass_Harbor_21B,Alison reported ASP by Jellet test in Bar Harbor.|Prock Marine was dredging the harbor.,44.2347384,-68.34908401,0.5,1,200
MDIBL-habs_MDIBL_Dock_22G_2010-10-29T16:45:00UTC,MDIBL_Dock_22G_2010-10-29T16:45:00UTC,2010-10-29T16:45:00Z,EPSG:4326 WGS84,US,MDIBL_Dock_22G,"Eucampia C  Ceratium R,  Pseudonitzchia R|Dock was out, sample taken from shore, could not get all equipment down to water.",44.39152,-68.192764,0.5,1,5
MDIBL-habs_Bar_Harbor_Town_Pier_22D_2010-10-29T19:45:00UTC,Bar_Harbor_Town_Pier_22D_2010-10-29T19:45:00UTC,2010-10-29T19:45:00Z,EPSG:4326 WGS84,US,Bar_Harbor_Town_Pier_22D,"Eucampia abundant, others rare. Sample fixed with lugols.|NA",44.402771,-68.202588,0.5,1,5
MDIBL-habs_Northeast_Harbor_21C_2010-11-19T18:15:00UTC,Northeast_Harbor_21C_2010-11-19T18:15:00UTC,2010-11-19T18:15:00Z,EPSG:4326 WGS84,US,Northeast_Harbor_21C,"NA|NA",44.29663082,-68.28161929,0.5,1,200
MDIBL-habs_Bass_Harbor_21B_2010-11-22T15:20:00UTC,Bass_Harbor_21B_2010-11-22T15:20:00UTC,2010-11-22T15:20:00Z,EPSG:4326 WGS84,US,Bass_Harbor_21B,"NA|NA",44.2347384,-68.34908401,0.5,1,200
MDIBL-habs_Bar_Harbor_Town_Pier_22D_2010-11-22T17:15:00UTC,Bar_Harbor_Town_Pier_22D_2010-11-22T17:15:00UTC,2010-11-22T17:15:00Z,EPSG:4326 WGS84,US,Bar_Harbor_Town_Pier_22D,"NA|Transparency bottomed out",44.402771,-68.202588,0.5,1,5
MDIBL-habs_Bass_Harbor_21B_2010-12-16T14:20:00UTC,Bass_Harbor_21B_2010-12-16T14:20:00UTC,2010-12-16T14:19:59Z,EPSG:4326 WGS84,US,Bass_Harbor_21B,"NA|NA",44.2347384,-68.34908401,0.5,1,200
MDIBL-habs_Bar_Harbor_Town_Pier_22D_2010-12-16T16:20:00UTC,Bar_Harbor_Town_Pier_22D_2010-12-16T16:20:00UTC,2010-12-16T16:20:00Z,EPSG:4326 WGS84,US,Bar_Harbor_Town_Pier_22D,"NA|NA",44.402771,-68.202588,0.5,1,5
MDIBL-habs_Bar_Harbor_Town_Pier_22D_2011-01-05T19:27:00UTC,Bar_Harbor_Town_Pier_22D_2011-01-05T19:27:00UTC,2011-01-05T19:27:00Z,EPSG:4326 WGS84,US,Bar_Harbor_Town_Pier_22D,"All dominant species rare.|Air Temp. was below 5 C, the limit of the thermometer. Secchi disk hit bottom. No DO measurements were taken.",44.402771,-68.202588,0.5,1,5
MDIBL-habs_Bass_Harbor_21B_2011-02-03T16:15:00UTC,Bass_Harbor_21B_2011-02-03T16:15:00UTC,2011-02-03T16:14:59Z,EPSG:4326 WGS84,US,Bass_Harbor_21B,"NA|NA",44.2347384,-68.34908401,0.5,1,200
MDIBL-habs_Bar_Harbor_Town_Pier_22D_2011-02-18T13:00:00UTC,Bar_Harbor_Town_Pier_22D_2011-02-18T13:00:00UTC,2011-02-18T13:00:00Z,EPSG:4326 WGS84,US,Bar_Harbor_Town_Pier_22D,"All dominant species rare|Wind = Beaufort 3, secchi disk hit bottom",44.402771,-68.202588,0.5,1,5
