id,row_id,username,license,license_url,lat,lng,geoprivacy,hotspot,event,observed,country,county,state,municipality,postcode,observation_notes,Cruise_Ship_Name,Recent_Rainfall_(inches)_(in),Tide_Stage,Time_of_Low_Tide,Time_(High_Tide),Cooler_Temperature_(_C),Water_Temperature_(_C)_(C),Air_temperature_(_C)_(°C),Wind_Speed_(mph),Tow_Depth_(m),Salinity_(ppt),DO_(avg)_(ppm),Enterococcus_Number_(/100ml),Biological_Oxygen_Demand_(BOD),Phytoplankton_(Dominant_Species_1),Phytoplankton_(Dominant_Species_3),Total_Phytoplankton,Current,Weather,Wind_on_Water,Sample_Method_(cruise_ship),Transparency_(avg)_(m),Observations_(cruise_ship),Nitrogen_(ug/L),Silicic_Acid_(uM),Phosphorus_(mg/L),Ammonium_(mg/L),Turbidity_(Average),Wind_Direction,Count,Comments_Brand_Names,Abundance,Transparency_(m),Dissolved_Oxygen,Current_(relative),Nutrient_Vial_Number,Nutrient_bath_temperature_(C),__of_LARGE_Pseudo_nitzschia,__of_SMALL_Pseudo_nitzschia,__of_Dinophysis_acuminata,__of_Alexandrium,__of_Prorocentrum_lima,__of_Margalefidinium_p_,__of_Karenia,PS_TNTC_reached_at_cell__,Comments,Phytoplankton_(Dominant_Species_2),Date_e_mailed_to_DMR,Lab_Comments,Collected_By,Inches_of_Rain_(in),Tide_in___out,Time_of_High_Tide,Water_Surface,Phytoplanton_Sample_Method,Field_Notes,Image 1,Image 2,Image 3,Image 4,Image 5,__of_Dinophysis_norvegica,__of_Dinophysis_spp__(unknown),Descending_Transparency_(m),Ascending_Transparency_(m),Water_Depth_(m),Frequency_(Dominant_Species_1),Frequency_(Dominant_Species_2),Zooplankton_Frequency,Microplastics_Sampling_Type,Amount_of_Water_Filtered_(L),Blue__Round,Blue__Filament,Blue__Angular,Blue__Other_Shape,Red__Round,Red__Filament,Red__Angular,Red__Other_Shape,Transparent_White__Round,Transparent_White__Filament,Transparent_White__Angular,Transparent_White__Other_Shape,Black__Round,Black__Filament,Black__Angular,Black__Other_Shape,Green__Round,Green__Filament,Green__Angular,Green__Other_Shape,Other_Colors__Round,Other_Colors__Filament,Other_Colors__Angular,Other_Colors__Other_Shape,Microplastics_Notes,Wind_Speed,__Grid_Cells_Counted,pH,__of_Copepods,Berth,Water_Traffic,Phosphorous_(ug/L)
"64597","159687","ataylor7","Creative Commons Attribution 4.0 International License","https://creativecommons.org/licenses/by/4.0/",44.402771,-68.202588,"false","Bravo","","2004-10-18 17:45:00+0000","United States","Hancock County","Maine","Gouldsboro",null,"","Deutschland","0","6","8:51:00 AM","2:21:00 PM","5","10.5","11","14","5.25","35","7.7","0","7","Chaetoceros","Rhizosolenia","37","Medium Current","Partly Cloudy","Waves","Towed","4.975","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"64598","159688","ataylor7","Creative Commons Attribution 4.0 International License","https://creativecommons.org/licenses/by/4.0/",44.39152,-68.192764,"false","Alpha","","2004-10-26 15:50:00+0000","United States","Hancock County","Maine","Bar Harbor",null,"","Rotterdam","0","9","4:00:00 AM","10:11:00 AM","-2","9.5","13","14","5","35","7.3","0","6.9","Cocinodiscus","Navicula","39","Slow Current","Overcast","Waves","Towed","4.875","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"64599","159689","ataylor7","Creative Commons Attribution 4.0 International License","https://creativecommons.org/licenses/by/4.0/",44.39152,-68.192764,"false","Alpha","","2004-11-04 16:45:00+0000","United States","Hancock County","Maine","Bar Harbor",null,"","Regal Princess","1","3","9:28:00 AM","3:36:00 PM","","8","8.3","9","5","35","8.35","0","6.75","Rhizosolenia","Guinardia","110","Slow Current","Clear","Ripple","Towed","5.14","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"64600","159690","ataylor7","Creative Commons Attribution 4.0 International License","https://creativecommons.org/licenses/by/4.0/",44.393302,-68.204206,"false","Town Pier","","2005-06-27 13:50:00+0000","United States","Hancock County","Maine","Bar Harbor",null,"","Control","0","1","9:51:00 AM","3:27:00 AM","8","10.5","20","4.5","1.5","34","9.199999999999999","109","","Thalassionema","Chaetoceros","83","Calm","Overcast","Ripple","Towed","2.08","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"64601","159691","ataylor7","Creative Commons Attribution 4.0 International License","https://creativecommons.org/licenses/by/4.0/",44.393302,-68.204206,"false","Town Pier","","2005-07-05 13:40:00+0000","United States","Hancock County","Maine","Bar Harbor",null,"","American Eagle","0","6","4:57:00 AM","11:07:00 AM","8","11","21","3.5","4.5","33","8.199999999999999","0","7.85","Thalassionema","Dinophysis norvegica","100","Slow Current","Clear","Ripple","Towed","4.92","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"64601","159692","ataylor7","Creative Commons Attribution 4.0 International License","https://creativecommons.org/licenses/by/4.0/",44.393302,-68.204206,"false","Town Pier","","2005-07-05 13:40:00+0000","United States","Hancock County","Maine","Bar Harbor",null,"","American Eagle","0","6","4:57:00 AM","11:07:00 AM","8","11","21","3.5","4.5","33","8.199999999999999","0","7.85","Thalassionema","Dinophysis norvegica","100","Slow Current","Clear","Ripple","Towed","4.92","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"64602","159693","ataylor7","Creative Commons Attribution 4.0 International License","https://creativecommons.org/licenses/by/4.0/",44.393302,-68.204206,"false","Town Pier","","2005-07-11 13:39:00+0000","United States","Hancock County","Maine","Bar Harbor",null,"","American Eagle","0","2","8:47:00 AM","","7","12.5","22.5","2","2","34","8.550000000000001","0","6.9","Thalassionema","Chaetoceros","50","Calm","Clear","Ripple","Towed","2.53","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"64603","159694","ataylor7","Creative Commons Attribution 4.0 International License","https://creativecommons.org/licenses/by/4.0/",44.393302,-68.204206,"false","Town Pier","","2005-07-18 13:30:00+0000","United States","Hancock County","Maine","Bar Harbor",null,"","American Eagle","0","8","2:12:00 AM","8:21:00 AM","8","13","16","0.8","4.5","34","8.050000000000001","10","5.55","Chaetoceros","Dinophysis norvegica","63","Slow Current","Overcast","Ripple","Towed","5.05","Oil on Surface","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"64604","159695","ataylor7","Creative Commons Attribution 4.0 International License","https://creativecommons.org/licenses/by/4.0/",44.393302,-68.204206,"false","Town Pier","","2005-07-25 13:52:00+0000","United States","Hancock County","Maine","Bar Harbor",null,"","American Eagle","0","2","8:33:00 AM","2:47:00 AM","9","12","22.5","2","3","34","8.300000000000001","0","","Chaetoceros","Rhizosolenia","31","Medium Current","Overcast","Ripple","Towed","3","Oil on Surface","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"64604","159696","ataylor7","Creative Commons Attribution 4.0 International License","https://creativecommons.org/licenses/by/4.0/",44.393302,-68.204206,"false","Town Pier","","2005-07-25 13:52:00+0000","United States","Hancock County","Maine","Bar Harbor",null,"","American Eagle","0","2","8:33:00 AM","2:47:00 AM","9","12","22.5","2","3","34","8.300000000000001","0","6.9","Chaetoceros","Rhizosolenia","31","Medium Current","Overcast","Ripple","Towed","3","Oil on Surface","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"64605","159697","ataylor7","Creative Commons Attribution 4.0 International License","https://creativecommons.org/licenses/by/4.0/",44.39152,-68.192764,"false","Alpha","","2005-10-28 16:58:00+0000","United States","Hancock County","Maine","Bar Harbor",null,"","Sea Princess","0","6","2:01:00 AM","8:13:00 AM","","9","7","12","4","34","7.15","0","","Dinophysis norvegica","Protoperidinium","11","Slow Current","Partly Cloudy","Ripple","Towed","4.2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"64606","159698","ataylor7","Creative Commons Attribution 4.0 International License","https://creativecommons.org/licenses/by/4.0/",44.393302,-68.204206,"false","Town Pier","","2006-07-03 17:10:00+0000","United States","Hancock County","Maine","Bar Harbor",null,"","American Glory","0","3","11:01:00 AM","","11","14.5","22","1","1.7","33","8.199999999999999","20","6.75","Chaetoceros","Navicula","60","Medium Current","Clear","Ripple","Towed","`0.7","Abnormal Color","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"64607","159699","ataylor7","Creative Commons Attribution 4.0 International License","https://creativecommons.org/licenses/by/4.0/",44.39152,-68.192764,"false","Alpha","","2006-07-05 16:00:00+0000","United States","Hancock County","Maine","Bar Harbor",null,"","Queen Mary 2","0","10","12:26:00 PM","","9","12","20.5","15","3.5","33","8.699999999999999","0","8","","","","Medium Current","Fog","Ripple","Towed","4.075","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"64608","159700","ataylor7","Creative Commons Attribution 4.0 International License","https://creativecommons.org/licenses/by/4.0/",44.39152,-68.192764,"false","Alpha","","2006-07-06 18:00:00+0000","United States","Hancock County","Maine","Bar Harbor",null,"","Control","0","2","1:19:00 AM","","9","14.5","24","9","5.5","33","9.800000000000001","0","8","Chaetoceros","Alexandrium","368","Medium Current","Partly Cloudy","Ripple","Towed","6.05","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"64609","159701","ataylor7","Creative Commons Attribution 4.0 International License","https://creativecommons.org/licenses/by/4.0/",44.393302,-68.204206,"false","Town Pier","","2006-07-17 14:11:00+0000","United States","Hancock County","Maine","Bar Harbor",null,"","American Glory","0","1","10:04:00 AM","","5","14","24","4","2","32","8.1","10","7.5","Chaetoceros","Leptocylindrus","57","Calm","Partly Cloudy","Ripple","Towed","2.27","Oil on Surface","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"64610","159702","ataylor7","Creative Commons Attribution 4.0 International License","https://creativecommons.org/licenses/by/4.0/",44.393302,-68.204206,"false","Town Pier","","2006-07-25 17:30:00+0000","United States","Hancock County","Maine","Bar Harbor",null,"","American Glory","0","9","5:45:00 AM","","0","15.5","24.5","10","3.5","33","8","0","6.5","Leptocylindrus","Other","25","Rapid Current","Partly Cloudy","Ripple","Towed","4.065","Oil on Surface","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"64611","159703","ataylor7","Creative Commons Attribution 4.0 International License","https://creativecommons.org/licenses/by/4.0/",44.393302,-68.204206,"false","Town Pier","","2006-08-14 11:10:00+0000","United States","Hancock County","Maine","Bar Harbor",null,"","American Glory","0","11","9:12:00 AM","2:59:00 AM","2","12.5","16.5","15","2","32","6.25","","","Chaetoceros","Leptocylindrus","30","Calm","Clear","Ripple","Towed","2.95","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"64612","159704","ataylor7","Creative Commons Attribution 4.0 International License","https://creativecommons.org/licenses/by/4.0/",44.39152,-68.192764,"false","Alpha","","2006-09-13 15:30:00+0000","United States","Hancock County","Maine","Bar Harbor",null,"","Norwegian Dawn","0","2","10:20:00 AM","","6","13","17","9","4.52","34","7.8","0","","Leptocylindrus","Chaetoceros","243","Medium Current","Clear","Ripple","Towed","4.92","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"64613","159705","ataylor7","Creative Commons Attribution 4.0 International License","https://creativecommons.org/licenses/by/4.0/",44.39152,-68.192764,"false","Alpha","","2006-10-03 15:11:00+0000","United States","Hancock County","Maine","Bar Harbor",null,"","Control","0","11","1:30:00 AM","","2","12","15","8","4","35","7.8","0","","Leptocylindrus","","","Medium Current","Clear","Calm","Towed","6","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"64614","159706","ataylor7","Creative Commons Attribution 4.0 International License","https://creativecommons.org/licenses/by/4.0/",44.39152,-68.192764,"false","Alpha","","2006-10-13 15:45:00+0000","United States","Hancock County","Maine","Bar Harbor",null,"","Maasdam","1","2","","","12","12","12","","5","","7.25","0","6.2","Other","Guinardia","87","Rapid Current","Clear","Ripple","Towed","5.5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"64615","159707","ataylor7","Creative Commons Attribution 4.0 International License","https://creativecommons.org/licenses/by/4.0/",44.39152,-68.192764,"false","Alpha","","2006-10-09 13:30:00+0000","United States","Hancock County","Maine","Bar Harbor",null,"","Queen Mary 2","0","3","6:39:00 AM","","","12","18","1","6","35","6.8","0","6.7","Guinardia","Leptocylindrus","133","Calm","Clear","Ripple","Towed","6.5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"64616","159708","ataylor7","Creative Commons Attribution 4.0 International License","https://creativecommons.org/licenses/by/4.0/",44.39152,-68.192764,"false","Alpha","","2006-10-09 13:40:00+0000","United States","Hancock County","Maine","Bar Harbor",null,"","Queen Mary 2","0","3","6:39:00 AM","","","12","15","2","6","35","6.9","0","","Guinardia","Dinophysis norvegica","55","Calm","Clear","Calm","Towed","6.8","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"64617","159709","ataylor7","Creative Commons Attribution 4.0 International License","https://creativecommons.org/licenses/by/4.0/",44.39152,-68.192764,"false","Alpha","","2006-10-20 15:30:00+0000","United States","Hancock County","Maine","Bar Harbor",null,"","Control","0","8","4:17:00 AM","","8.5","12","14","8","6","35","7.1","0","6.9","Guinardia","Leptocylindrus","126","Slow Current","Drizzle","Ripple","Towed","6.78","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"64618","159710","ataylor7","Creative Commons Attribution 4.0 International License","https://creativecommons.org/licenses/by/4.0/",44.39152,-68.192764,"false","Alpha","","2006-09-26 14:53:00+0000","United States","Hancock County","Maine","Bar Harbor",null,"","Aurora","0","5","7:35:00 AM","","0","12","16.5","15","1","34","5.5","0","","Leptocylindrus","Guinardia","133","Rapid Current","Clear","Ripple","Towed","5.72","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"64619","159711","ataylor7","Creative Commons Attribution 4.0 International License","https://creativecommons.org/licenses/by/4.0/",44.39152,-68.192764,"false","Alpha","","2006-10-24 16:00:00+0000","United States","Hancock County","Maine","Bar Harbor",null,"","Star Princess","1","6","6:30:00 AM","","1","11","8","10","4","35","7.7","0","6.8","Guinardia","Thalassiosira","287","Medium Current","Overcast","Whitecaps","Towed","5.33","Water fowl","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"64620","159712","ataylor7","Creative Commons Attribution 4.0 International License","https://creativecommons.org/licenses/by/4.0/",44.39152,-68.192764,"false","Alpha","","2006-11-01 16:40:00+0000","United States","Hancock County","Maine","Bar Harbor",null,"","Star Princess","0","8","12:06:00 PM","","1","10","14","5","5","34","8","20","","Guinardia","Dinophysis norvegica","32","Slow Current","Clear","Ripple","Towed","5.12","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"64621","159713","ataylor7","Creative Commons Attribution 4.0 International License","https://creativecommons.org/licenses/by/4.0/",44.393302,-68.204206,"false","Town Pier","","2006-07-31 14:00:00+0000","United States","Hancock County","Maine","Bar Harbor",null,"","American Glory","0","","","","12.5","18","21","1","2","31","7.3","0","5","Pseudonitzschia","","16","Medium Current","Clear","Calm","Towed","2.85","Oil on Surface","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"64622","159714","ataylor7","Creative Commons Attribution 4.0 International License","https://creativecommons.org/licenses/by/4.0/",44.393302,-68.204206,"false","Town Pier","","2007-06-25 15:34:00+0000","United States","Hancock County","Maine","Bar Harbor",null,"","American Star","0","11","1:38:00 AM","","4","12","20","1","","33","8.449999999999999","0","","Chaetoceros","Alexandrium","2108","Calm","Clear","Calm","Filtered","3.45","Other","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"64623","159715","ataylor7","Creative Commons Attribution 4.0 International License","https://creativecommons.org/licenses/by/4.0/",44.39152,-68.192764,"false","Alpha","","2007-06-29 14:00:00+0000","United States","Hancock County","Maine","Bar Harbor",null,"","Maasdam","0","8","4:48:00 AM","","2","12.9","16","15","5","33","8.6","0","","Chaetoceros","Dinophysis norvegica","203","Medium Current","Partly Cloudy","Ripple","Towed","7.5","Water fowl","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"64624","159716","ataylor7","Creative Commons Attribution 4.0 International License","https://creativecommons.org/licenses/by/4.0/",44.393302,-68.204206,"false","Town Pier","","2007-07-02 14:46:00+0000","United States","Hancock County","Maine","Bar Harbor",null,"","American Star","0","4","6:48:00 AM","","9","12","17","","2","33","9.75","0","8.300000000000001","Chaetoceros","Dinophysis norvegica","48","Slow Current","Partly Cloudy","Ripple","Towed","2.42","Foam","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"64625","159717","ataylor7","Creative Commons Attribution 4.0 International License","https://creativecommons.org/licenses/by/4.0/",44.39152,-68.192764,"false","Alpha","","2007-07-06 15:20:00+0000","United States","Hancock County","Maine","Bar Harbor",null,"","Maasdam","2","2","9:43:00 AM","","3","10.6","15","5","","35","9.1","0","6.85","Chaetoceros","Dinophysis norvegica","138","Slow Current","Fog","Calm","Towed","4.5","Other","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"64626","159718","ataylor7","Creative Commons Attribution 4.0 International License","https://creativecommons.org/licenses/by/4.0/",44.392212,-68.204084,"false","22D Bar Harbor Town Pier","","2007-07-09 15:10:00+0000","United States","Hancock County","Maine","Bar Harbor",null,"","American Star","","11","12:12:00 PM","","6","11","19","3","","34","9.699999999999999","0","7.7","Chaetoceros","Dinophysis norvegica","63","Calm","Overcast","Ripple","Towed","2.75","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"64627","159719","ataylor7","Creative Commons Attribution 4.0 International License","https://creativecommons.org/licenses/by/4.0/",44.392212,-68.204084,"false","22D Bar Harbor Town Pier","","2007-07-23 14:15:00+0000","United States","Hancock County","Maine","Bar Harbor",null,"","American Star","0","11","12:00:00 AM","","7","15.3","24","0.8","","33","8.699999999999999","0","6.6","Chaetoceros","Dinophysis norvegica","20","Calm","Clear","Calm","Towed","3.15","Oil on Surface","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"64628","159720","ataylor7","Creative Commons Attribution 4.0 International License","https://creativecommons.org/licenses/by/4.0/",44.39152,-68.192764,"false","Alpha","","2007-07-30 15:20:00+0000","United States","Hancock County","Maine","Bar Harbor",null,"","Grandeur","0","7","5:38:00 AM","","5","13.5","24.5","0","","35","","0","","","","","Calm","Fog","Calm","Filtered","6.8","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"64629","159721","ataylor7","Creative Commons Attribution 4.0 International License","https://creativecommons.org/licenses/by/4.0/",44.39152,-68.192764,"false","Alpha","","2007-07-30 14:50:00+0000","United States","Hancock County","Maine","Bar Harbor",null,"","Grandeur of the Seas","0","6","5:38:00 AM","","5","14","21.5","0","","35","7.4","0","7.85","","","","Calm","Fog","Ripple","Filtered","6.25","Oil on Surface","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"64630","159722","ataylor7","Creative Commons Attribution 4.0 International License","https://creativecommons.org/licenses/by/4.0/",44.392212,-68.204084,"false","22D Bar Harbor Town Pier","","2007-08-06 14:21:00+0000","United States","Hancock County","Maine","Bar Harbor",null,"","American Glory","0","1","11:08:00 AM","","8","14.2","20","3","","33","7.5","0","5.7","Guinardia","Dinophysis norvegica","20","Calm","Clear","Ripple","Filtered","2.7","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"64631","159723","ataylor7","Creative Commons Attribution 4.0 International License","https://creativecommons.org/licenses/by/4.0/",44.392212,-68.204084,"false","22D Bar Harbor Town Pier","","2007-08-13 14:16:00+0000","United States","Hancock County","Maine","Bar Harbor",null,"","American Star","0","5","5:45:00 AM","","6.5","13.5","17.5","3","","33","8.65","111","7.25","Guinardia","Rhizosolenia","98","Calm","Partly Cloudy","Ripple","Filtered","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"64632","159724","ataylor7","Creative Commons Attribution 4.0 International License","https://creativecommons.org/licenses/by/4.0/",44.392212,-68.204084,"false","22D Bar Harbor Town Pier","","2007-08-14 17:38:00+0000","United States","Hancock County","Maine","Bar Harbor",null,"","American Glory","0","8","6:27:00 AM","","12","13.5","17","7","","","8.550000000000001","0","","","","","Slow Current","Partly Cloudy","Waves","Towed","4.85","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"64633","159725","ataylor7","Creative Commons Attribution 4.0 International License","https://creativecommons.org/licenses/by/4.0/",44.393302,-68.204206,"false","Town Pier","","2011-06-22 14:35:00+0000","United States","Hancock County","Maine","Bar Harbor",null,"","Control (None)","0","1","10:23:00 AM","4:07:00 PM","5","13","17","","","34","8.460000000000001","5","6.2","","","","None","Clear","Whitecaps","","4.1","","0.4","1.63","0.49","0.72","`0.4","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"64634","159726","ataylor7","Creative Commons Attribution 4.0 International License","https://creativecommons.org/licenses/by/4.0/",44.393302,-68.204206,"false","Town Pier","","2011-06-27 16:00:00+0000","United States","Hancock County","Maine","Bar Harbor",null,"","Independence","1","5","2:28:00 AM","8:34:00 AM","10","11.5","15","","","34","8.6","20","6.8","","","","None","Fog","Ripple","","4.53","","0.01","2.03","0.57","0.8","`0.68","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"64635","159727","ataylor7","Creative Commons Attribution 4.0 International License","https://creativecommons.org/licenses/by/4.0/",44.393302,-68.204206,"false","Town Pier","","2011-06-29 16:00:00+0000","United States","Hancock County","Maine","Bar Harbor",null,"","Control (no ship)","0","12","4:02:00 AM","10:10:00 AM","2","13","16","","","33","8.470000000000001","5","7.4","","","","Slow Current","Fog","Ripple","","3.45","Oil on Surface","0.58","4.44","0.61","0.77","`0.62","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"64636","159728","ataylor7","Creative Commons Attribution 4.0 International License","https://creativecommons.org/licenses/by/4.0/",44.393302,-68.204206,"false","Town Pier","","2011-07-03 23:30:00+0000","United States","Hancock County","Maine","Bar Harbor",null,"","Independence","0","1","7:00:00 PM","12:59:00 AM","2","13","15","","","35","9.199999999999999","5","7.5","","","","Slow Current","Overcast","Ripple","","4","","0.98","4.46","0.6","0.93","`0.72","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"64637","159729","ataylor7","Creative Commons Attribution 4.0 International License","https://creativecommons.org/licenses/by/4.0/",44.393302,-68.204206,"false","Town Pier","","2011-07-11 10:04:00+0000","United States","Hancock County","Maine","Bar Harbor",null,"","Independence","0","9","1:44:00 AM","7:54:00 AM","0","13.5","17","","","34","7.8","5","5.2","","","","Calm","Clear","Calm","","4.75","Oil on Surface","0.37","5.94","0.52","0.59","`0.57","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"64638","159730","ataylor7","Creative Commons Attribution 4.0 International License","https://creativecommons.org/licenses/by/4.0/",44.393302,-68.204206,"false","Town Pier","","2011-07-14 10:50:00+0000","United States","Hancock County","Maine","Bar Harbor",null,"","American Glory","0","3","4:39:00 AM","10:49:00 AM","0","14","16","","","34","8.300000000000001","5","6.4","","","","None","Overcast","Ripple","","4.9","","0.79","6.38","0.65","1.39","`0.97","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"64639","159731","ataylor7","Creative Commons Attribution 4.0 International License","https://creativecommons.org/licenses/by/4.0/",44.393302,-68.204206,"false","Town Pier","","2011-07-17 19:24:00+0000","United States","Hancock County","Maine","Bar Harbor",null,"","Independence","0","3","6:11:00 PM","1:07:00 PM","5","14.5","33.2","","","34","8.6","5","7.5","","","","Calm","Clear","Ripple","","3.8","Other","0.05","8.06","0.54","0.28","1.4","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
