id,eventID,locationID,geodeticDatum,decimalLatitude,decimalLongitude,countryCode,coordinateUncertaintyInMeters,eventDate,time_low_tide,time_high_tide,air_temp,water_temp,weather,rainfall_mm,wind_direction,wind_speed_knots,water_surface,water_current,tide_stage,tide_height,monitor_names,eventRemarks,salinity_ppt,DO1_ppm,DO2_ppm,DOavg_ppm,DO1_day5_ppm,DO2_day5_ppm,DO_day5_avg,bod,transparency_depth_mean,sampling_method,minimumDepthInMeters,maximumDepthInMeters,nitrate_plus_nitrite,ammonium,orthophosphate,silicate,Alexandrium,Ceratium,Chaetoceros_spp,Chaetoceros_socialis,Coscinodiscus,Dictyocha,Ditylum,Dinophysis_spp,Eucampia,Gonyaulax,Guinardia,Gymnodinium,Gyrosigma,Licmophora,Leptocylindrus,Melosira,Navicula,Nitzschia,Phaeocystis,Pleurosigma,Prorocentrum_spp,Prorocentrum_lima,Protoperidinium,Rhizosolenia,Thalassionema,Thalassiosira,Other_phytoplankton
MDIBL-habs_Northeast_Harbor_21C_2005-01-11T14:10:00UTC,Northeast_Harbor_21C_2005-01-11T14:10:00UTC,Northeast_Harbor_21C,EPSG:4326 WGS84,44.29663082,-68.28161929,US,200,2005-01-11T14:10:00Z,2005-01-11T06:37:00Z,2005-01-11T13:18:00Z,6,3,Overcast,0.508,NA,19,Ripple,Low,Out,2.4384,not_recorded,"DO kept being more than .4 difference so students completed many trials to get the average|ferry boat at ramp, kelp under dock, students with tow net misunderstood directions and towed 15 up and down cycles-could account for low numbers of phytoplankton",35,7.6,7.8,7.7,NA,NA,NA,NA,7,Tow,0.5,6.5,NA,NA,NA,NA,0,0,0,0,0.16666666666666666,0,0,0,0,0,0,0,0.16666666666666666,0,0.16666666666666666,0,0.3333333333333333,0,0,0,0,0,0,0,0,0,0.16666666666666666
MDIBL-habs_Bar_Harbor_Town_Pier_22D_2005-01-26T14:15:00UTC,Bar_Harbor_Town_Pier_22D_2005-01-26T14:15:00UTC,Bar_Harbor_Town_Pier_22D,EPSG:4326 WGS84,44.402771,-68.202588,US,5,2005-01-26T14:15:00Z,2005-01-26T16:20:00Z,2005-01-26T10:13:00Z,-9,-3,Overcast,0.508,NA,8.5,Waves,Medium,In,2.4384,not_recorded,"NA|Deathly cold",35,10.2,10.5,10.35,8.7,8.4,8.55,2,1.09,Tow,0.5,1.09,NA,NA,NA,NA,0,0,0,0,0.1111111111111111,0,0,0,0.5555555555555556,0,0,0,0,0,0,0,0,0,0,0.1111111111111111,0,0,0,0,0,0,0.2222222222222222
MDIBL-habs_Bar_Harbor_Town_Pier_22D_2005-02-17T14:20:00UTC,Bar_Harbor_Town_Pier_22D_2005-02-17T14:20:00UTC,Bar_Harbor_Town_Pier_22D,EPSG:4326 WGS84,44.402771,-68.202588,US,5,2005-02-17T14:20:00Z,2005-02-17T10:21:00Z,2005-02-17T16:53:00Z,-2,0.5,Partly Cloudy,24.13,NA,8.5,Waves,NA,NA,NA,not_recorded,"NA|Secchi disk hit bottom",35,10,10,10,8.7,8.2,8.45,1.55,3.44,Tow,0.5,2.5,NA,NA,NA,NA,0,0,0.23076923076923078,0.07692307692307693,0,0.23076923076923078,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.23076923076923078,0.23076923076923078
MDIBL-habs_Bar_Harbor_Town_Pier_22D_2005-03-11T17:45:00UTC,Bar_Harbor_Town_Pier_22D_2005-03-11T17:45:00UTC,Bar_Harbor_Town_Pier_22D,EPSG:4326 WGS84,44.402771,-68.202588,US,5,2005-03-11T17:45:00Z,2005-03-11T10:09:00Z,2005-03-11T16:19:00Z,-1,0,Partly Cloudy,0.508,NA,3.5,Waves,Low,Out,NA,VanGorder Jake|Houghton James,"NA|Ice on the dock",35,12,19,15.5,9.5,9.2,9.35,6.15,3.895,Tow,0.5,3.5,NA,NA,NA,NA,0,0,0.6363636363636364,0.045454545454545456,0.045454545454545456,0,0,0,0,0,0.045454545454545456,0,0,0,0,0.045454545454545456,0,0,0,0,0,0,0,0,0,0.18181818181818182,0
MDIBL-habs_Bar_Harbor_Town_Pier_22D_2005-03-16T17:45:00UTC,Bar_Harbor_Town_Pier_22D_2005-03-16T17:45:00UTC,Bar_Harbor_Town_Pier_22D,EPSG:4326 WGS84,44.402771,-68.202588,US,5,2005-03-16T17:45:00Z,2005-03-16T14:13:00Z,2005-03-16T20:25:00Z,16.5,1,Partly Cloudy,0.508,NA,4.5,Ripple,None,In,1.0668,MDI Water Quality Coalition,"NA|trucks dumping snow. Birds being fed, lots of gulls and pigeons",34,10.6,11.4,11,NA,NA,NA,2.9,4.4,Tow,0.5,4,NA,NA,NA,NA,0,0,0.2631578947368421,0.10526315789473684,0.05263157894736842,0,0,0,0,0,0,0,0,0,0,0.05263157894736842,0.05263157894736842,0,0,0,0,0,0,0,0.05263157894736842,0.42105263157894735,0
MDIBL-habs_SWH_Beals_21A_2005-03-17T13:00:00UTC,SWH_Beals_21A_2005-03-17T13:00:00UTC,SWH_Beals_21A,EPSG:4326 WGS84,44.2749688,-68.31374237,US,10,2005-03-17T13:00:00Z,2005-03-17T08:39:00Z,2005-03-17T14:43:00Z,2,1,Overcast,0.508,NA,1.5,Ripple,Low,In,1.8288000000000002,Calcagni Tifin|VanGorder Jake|Kubeck Gwenn,"We saw a mystery species that was not in any FOV recorded, and it was determined to be Fragilaria.|Cold water, Calm day",35,10.25,9,9.63,NA,NA,NA,NA,3.9,Tow,0.5,3,NA,NA,NA,NA,0,0,0.2727272727272727,0,0.09090909090909091,0,0,0,0,0,0,0,0,0,0,0.09090909090909091,0,0,0,0.09090909090909091,0,0,0,0,0,0.45454545454545453,0
MDIBL-habs_Bar_Harbor_Town_Pier_22D_2005-03-23T17:45:00UTC,Bar_Harbor_Town_Pier_22D_2005-03-23T17:45:00UTC,Bar_Harbor_Town_Pier_22D,EPSG:4326 WGS84,44.402771,-68.202588,US,5,2005-03-23T17:45:00Z,2005-03-23T20:27:00Z,2005-03-23T14:10:00Z,6,2,Partly Cloudy,0,NA,4,Waves,Low,Out,2.8956,VanGorder Jake|Durrant Ariel,"NA|the disk hit the bottom",35,10.8,10.6,10.7,NA,NA,NA,NA,3.36,Tow,0.5,3,NA,NA,NA,NA,0,0,0.5555555555555556,0.16666666666666666,0,0,0,0,0,0,0,0,0,0,0,0.05555555555555555,0.05555555555555555,0,0,0,0,0,0,0,0,0.16666666666666666,0
MDIBL-habs_Bar_Harbor_Town_Pier_22D_2005-03-25T18:45:00UTC,Bar_Harbor_Town_Pier_22D_2005-03-25T18:45:00UTC,Bar_Harbor_Town_Pier_22D,EPSG:4326 WGS84,44.402771,-68.202588,US,5,2005-03-25T18:45:00Z,2005-03-25T21:36:00Z,2005-03-25T15:25:00Z,1,3,Partly Cloudy,0,NA,10,Waves,Medium,In,1.0668,Durrant Ariel|VanGorder Jake,"NA|pier moved a lot, unsteady, we lost sight of the net",34,12.2,11,11.6,NA,NA,NA,NA,2.79,Tow,0.5,2.8,NA,NA,NA,NA,0,0,0.5,0.09090909090909091,0.045454545454545456,0,0,0,0,0,0,0,0.09090909090909091,0,0,0,0.09090909090909091,0,0,0,0,0,0,0,0.045454545454545456,0.13636363636363635,0
MDIBL-habs_Bar_Harbor_Town_Pier_22D_2005-03-30T17:55:00UTC,Bar_Harbor_Town_Pier_22D_2005-03-30T17:55:00UTC,Bar_Harbor_Town_Pier_22D,EPSG:4326 WGS84,44.402771,-68.202588,US,5,2005-03-30T17:55:00Z,2005-03-31T04:59:59Z,2005-03-31T04:59:59Z,8.5,4,Clear,0,NA,17,Waves,Medium,In,2.1336,Crain Matt|Durrant Ariel,"NA|3.75 inches of rain previous day, barge was scraping rusty deck into harbor… iron… bird droppings, net was dragged under the pier.",30,NA,NA,9.7,NA,NA,NA,2.05,1.22,Tow,0.5,3,NA,NA,NA,NA,0,0,0.2,0.06666666666666667,0.43333333333333335,0,0,0.03333333333333333,0,0.03333333333333333,0,0,0.06666666666666667,0,0,0,0.03333333333333333,0.06666666666666667,0,0,0,0,0,0,0,0.06666666666666667,0
MDIBL-habs_Bar_Harbor_Town_Pier_22D_2005-03-31T14:15:00UTC,Bar_Harbor_Town_Pier_22D_2005-03-31T14:15:00UTC,Bar_Harbor_Town_Pier_22D,EPSG:4326 WGS84,44.402771,-68.202588,US,5,2005-03-31T14:15:00Z,2005-03-31T13:32:00Z,2005-03-31T06:56:00Z,5.5,2.5,Partly Cloudy,0,NA,4,Ripple,Low,In,0.6096,Krieg Mae,"3 DO tests ran, two from the same bottle: the second from one bottle was 11|Low tide, secchi disk hit the bottom, the water was cloudy",31,8.8,10,9.9,9.2,9.6,9.4,0.5,2.13,Tow,0.5,2,NA,NA,NA,NA,0,0,0.1875,0.0625,0,0,0,0,0,0,0,0,0.1875,0,0,0.125,0.0625,0,0,0,0,0,0,0,0,0.125,0.25
MDIBL-habs_SWH_Beals_21A_2005-04-04T12:40:00UTC,SWH_Beals_21A_2005-04-04T12:40:00UTC,SWH_Beals_21A,EPSG:4326 WGS84,44.2749688,-68.31374237,US,10,2005-04-04T12:40:00Z,2005-04-05T02:42:00Z,2005-04-04T11:24:00Z,4,3,Drizzle,58.166,NA,1,Calm,Low,Out,2.4384,Calcagni Tifin,"bod run late. Supposed to be run 4/9/05|gas slick on water surface, lots of floating seaweed",34,9.2,8.4,8.8,7.1,7,7.05,1.75,3.7,Tow,0.5,3.5,NA,NA,NA,NA,0.021739130434782608,0,0.15217391304347827,0.021739130434782608,0.021739130434782608,0,0,0,0,0.06521739130434782,0,0,0.043478260869565216,0,0,0,0.043478260869565216,0,0,0,0,0,0,0,0,0.6304347826086957,0
MDIBL-habs_Bar_Harbor_Town_Pier_22D_2005-04-06T17:00:00UTC,Bar_Harbor_Town_Pier_22D_2005-04-06T17:00:00UTC,Bar_Harbor_Town_Pier_22D,EPSG:4326 WGS84,44.402771,-68.202588,US,5,2005-04-06T17:00:00Z,2005-04-06T19:50:00Z,2005-04-06T13:31:00Z,11.5,5,Clear,0,NA,4.75,Ripple,Low,Out,2.8956,VanGorder Jake|Crain Matt|Disney Jane|Durrant Ariel,"BOD has a chunk of algea in it|disk hit bottom, boats recently fueled",32,10,10,10,NA,NA,NA,4.6,3.32,Tow,0.5,3,NA,NA,NA,NA,0,0,0.07142857142857142,0.03571428571428571,0.5,0,0,0,0,0.03571428571428571,0,0,0,0,0,0,0.07142857142857142,0,0,0,0,0,0,0,0,0.10714285714285714,0.17857142857142858
MDIBL-habs_Bar_Harbor_Town_Pier_22D_2005-04-13T17:00:00UTC,Bar_Harbor_Town_Pier_22D_2005-04-13T17:00:00UTC,Bar_Harbor_Town_Pier_22D,EPSG:4326 WGS84,44.402771,-68.202588,US,5,2005-04-13T17:00:00Z,2005-04-13T12:51:00Z,2005-04-13T19:02:00Z,9,5,Partly Cloudy,1.5239999999999998,NA,0.75,Ripple,Low,In,1.524,Crain Matt|VanGorder Jake|Blair|Kubeck Gwenn|Durrant Ariel,bod was done on 4/20/05|we did not have an aquascope and the was a bilge pump right next to the dock,NA,8.9,8.2,8.55,8.1,7.1,7.6,0.95,7.7,Tow,0.5,9,NA,NA,NA,NA,0,0,0.18421052631578946,0.02631578947368421,0.6052631578947368,0,0,0,0,0.05263157894736842,0,0,0,0,0,0.02631578947368421,0.02631578947368421,0,0,0,0,0,0,0,0.02631578947368421,0.02631578947368421,0.02631578947368421
MDIBL-habs_Bar_Harbor_Town_Pier_22D_2005-04-15T13:15:00UTC,Bar_Harbor_Town_Pier_22D_2005-04-15T13:15:00UTC,Bar_Harbor_Town_Pier_22D,EPSG:4326 WGS84,44.402771,-68.202588,US,5,2005-04-15T13:15:00Z,2005-04-15T14:32:00Z,2005-04-15T08:00:00Z,10,5,Clear,0,NA,8,Waves,Low,Out,3.3528000000000002,not_recorded,other=23 fragilaria+1 Gymnodinium|The disk hit the bottom,34,10.1,9,9.55,NA,NA,NA,NA,3,Tow,0.5,2.5,NA,NA,NA,NA,0,0,0.2,0.16470588235294117,0,0,0,0,0,0,0,0,0,0,0,0.1411764705882353,0.011764705882352941,0,0,0,0,0,0,0,0,0.2,0.2823529411764706
MDIBL-habs_Bar_Harbor_Town_Pier_22D_2005-04-27T17:35:00UTC,Bar_Harbor_Town_Pier_22D_2005-04-27T17:35:00UTC,Bar_Harbor_Town_Pier_22D,EPSG:4326 WGS84,44.402771,-68.202588,US,5,2005-04-27T17:35:00Z,2005-04-27T11:32:00Z,2005-04-27T17:43:00Z,9.5,6.5,Overcast,0,NA,9,Calm,None,In,1.8288000000000002,VanGorder Jake|Durrant Ariel,"NA|NA",32,10,9.8,9.9,8.5,7.7,8.1,1.8,3.345,Tow,0.5,3,NA,NA,NA,NA,0,0,0.4666666666666667,0,0,0,0,0.03333333333333333,0,0.1,0,0,0,0,0,0,0.03333333333333333,0.03333333333333333,0,0,0,0,0,0,0,0.26666666666666666,0.06666666666666667
MDIBL-habs_Bar_Harbor_Town_Pier_22D_2005-05-04T16:00:00UTC,Bar_Harbor_Town_Pier_22D_2005-05-04T16:00:00UTC,Bar_Harbor_Town_Pier_22D,EPSG:4326 WGS84,44.402771,-68.202588,US,5,2005-05-04T16:00:00Z,2005-05-04T18:34:00Z,2005-05-04T12:16:00Z,17,7,Partly Cloudy,0.254,NA,4.75,Waves,Medium,Out,1.3716000000000002,VanGorder Jake|Durrant Ariel|Karkuff,"NA|NA",32,9,9.6,9.3,NA,NA,NA,NA,3.61,Tow,0.5,3,NA,NA,NA,NA,0.38461538461538464,0,0.46153846153846156,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.07692307692307693,0,0.07692307692307693,0,0
MDIBL-habs_Bar_Harbor_Town_Pier_22D_2005-05-13T16:50:00UTC,Bar_Harbor_Town_Pier_22D_2005-05-13T16:50:00UTC,Bar_Harbor_Town_Pier_22D,EPSG:4326 WGS84,44.402771,-68.202588,US,5,2005-05-13T16:50:00Z,2005-05-13T13:09:00Z,2005-05-13T19:21:00Z,14.5,8,Clear,0.2032,NA,12,Waves,Medium,In,1.524,Durrant Ariel|VanGorder Jake|Crain Matt,"NA|tower on boat ramp, too rough out on floating dock, algea on ramp, shrimp",31,9.95,9.5,9.725,6.8,7.6,7.2,2.525,3,Tow,0.5,2,NA,NA,NA,NA,0,0,0.5862068965517241,0,0,0,0,0.034482758620689655,0,0.034482758620689655,0,0,0,0,0,0,0.27586206896551724,0,0,0,0,0,0,0,0.034482758620689655,0,0.034482758620689655
MDIBL-habs_Bar_Harbor_Town_Pier_22D_2005-06-01T17:15:00UTC,Bar_Harbor_Town_Pier_22D_2005-06-01T17:15:00UTC,Bar_Harbor_Town_Pier_22D,EPSG:4326 WGS84,44.402771,-68.202588,US,5,2005-06-01T17:15:00Z,2005-06-01T16:46:00Z,2005-06-01T11:29:00Z,22.5,10,Clear,0.508,NA,7.5,Ripple,Low,Out,0.6096,Durrant Ariel,"we are seeing a ton of dinophysis…|boats at pier, first sunny week in months",NA,NA,NA,NA,NA,NA,NA,NA,2.82,Tow,0.5,2,NA,NA,NA,NA,0.08333333333333333,0,0.2916666666666667,0,0,0,0,0.20833333333333334,0,0,0,0,0,0,0,0.08333333333333333,0.125,0.125,0,0,0,0,0,0,0,0,0.08333333333333333
MDIBL-habs_Bar_Harbor_Town_Pier_22D_2005-06-03T17:45:00UTC,Bar_Harbor_Town_Pier_22D_2005-06-03T17:45:00UTC,Bar_Harbor_Town_Pier_22D,EPSG:4326 WGS84,44.402771,-68.202588,US,5,2005-06-03T17:45:00Z,2005-06-03T07:28:00Z,2005-06-03T13:18:00Z,17,12,Partly Cloudy,0,NA,6.5,Ripple,None,Out,3.048,Crain Matt|Jeremy|Durrant Ariel,"NA|lots of organic matter in the water",32,NA,NA,NA,NA,NA,NA,NA,2.68,Tow,0.5,2,NA,NA,NA,NA,0.1875,0,0.375,0,0,0,0,0,0,0,0,0,0.0625,0,0,0.125,0,0.0625,0,0,0,0,0,0,0.0625,0,0.125
MDIBL-habs_Bar_Harbor_Town_Pier_22D_2005-06-07T13:10:00UTC,Bar_Harbor_Town_Pier_22D_2005-06-07T13:10:00UTC,Bar_Harbor_Town_Pier_22D,EPSG:4326 WGS84,44.402771,-68.202588,US,5,2005-06-07T13:10:00Z,2005-06-08T03:59:59Z,2005-06-08T03:59:59Z,14,9,Fog,0,NA,NA,Ripple,NA,NA,NA,Kubeck Gwenn|Swann,The sample was analyzed on 6-8.  Alexandrium was breaking down.  The 3 cells were in a clump.  Two were in the form of  a doublet.|It was sort of a mix between clear and fog.  The tow was a little longer than the usual 5 minutes.  There was a lobster boat with the motor running.,33,7.3,6.7,7,NA,NA,NA,NA,4.4,Tow,0.5,4,NA,NA,NA,NA,0.2727272727272727,0,0.36363636363636365,0,0,0,0,0.09090909090909091,0,0,0,0,0,0,0,0.09090909090909091,0,0.09090909090909091,0,0,0,0,0,0,0,0,0.09090909090909091
MDIBL-habs_Bar_Harbor_Town_Pier_22D_2005-06-13T17:40:00UTC,Bar_Harbor_Town_Pier_22D_2005-06-13T17:40:00UTC,Bar_Harbor_Town_Pier_22D,EPSG:4326 WGS84,44.402771,-68.202588,US,5,2005-06-13T17:40:00Z,2005-06-13T14:22:00Z,2005-06-13T20:41:00Z,24,12,Partly Cloudy,0,NA,9,Ripple,Medium,In,1.2192,Crain Matt|Kubeck Gwenn|Disney Jane,"NA|Nantucket Clipper taking off and releasing water (engine cooling? What else?) There is an oil slick. A guy dumped waste (bait juice) and hosed off truck into water.",30,10,9.8,9.9,NA,NA,NA,NA,5,Tow,0.5,4.5,NA,NA,NA,NA,0.09090909090909091,0,0.18181818181818182,0,0,0,0,0.45454545454545453,0,0,0,0,0,0,0,0.18181818181818182,0,0,0,0,0,0,0,0,0.09090909090909091,0,0
MDIBL-habs_MDIBL_Dock_22G_2005-06-15T14:00:00UTC,MDIBL_Dock_22G_2005-06-15T14:00:00UTC,MDIBL_Dock_22G,EPSG:4326 WGS84,44.39152,-68.192764,US,5,2005-06-15T14:00:00Z,2005-06-16T03:13:00Z,2005-06-16T03:59:59Z,10,11.5,Overcast,25.4,NA,6,Waves,Low,NA,3.6576000000000004,Simis|Peacock Valerie|McDonnell Zephyr,"NA|We had two very hot days and today colder than normal",33,8.4,8.6,8.5,NA,NA,NA,NA,2.96,Tow,0.5,2,NA,NA,NA,NA,0,0,0.36585365853658536,0,0,0,0,0,0.024390243902439025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6097560975609756,0,0
MDIBL-habs_Bar_Harbor_Town_Pier_22D_2005-06-21T19:45:00UTC,Bar_Harbor_Town_Pier_22D_2005-06-21T19:45:00UTC,Bar_Harbor_Town_Pier_22D,EPSG:4326 WGS84,44.402771,-68.202588,US,5,2005-06-21T19:45:00Z,2005-06-21T08:29:00Z,2005-06-22T03:59:59Z,23,12,Clear,0,NA,0.5,Ripple,Low,NA,3.6576000000000004,Peacock Valerie|Simis|McDonnell Zephyr,lots of bacteria|NA,32,8.6,8.4,8.5,NA,NA,NA,NA,2.72,Tow,0.5,2,NA,NA,NA,NA,0,0,0,0,0.03636363636363636,0,0,0.07272727272727272,0,0.01818181818181818,0,0,0.01818181818181818,0,0,0.01818181818181818,0,0.01818181818181818,0,0,0,0,0.01818181818181818,0,0.7272727272727273,0.05454545454545454,0.01818181818181818
MDIBL-habs_Bar_Harbor_Town_Pier_22D_2005-06-27T13:50:00UTC,Bar_Harbor_Town_Pier_22D_2005-06-27T13:50:00UTC,Bar_Harbor_Town_Pier_22D,EPSG:4326 WGS84,44.402771,-68.202588,US,5,2005-06-27T13:50:00Z,2005-06-27T13:51:00Z,2005-06-27T07:27:00Z,20,10.5,Overcast,0,NA,4.5,Ripple,None,NA,0.3048,Burne Bonnie|Hollenbeck Jonathan|Jones|Calcagni Tifin,"NA|DO bottle #2 toppled over before settling",34,8.8,9.4,9.2,NA,NA,NA,NA,2.08,Tow,0.5,1.5,NA,NA,NA,NA,0.012987012987012988,0,0.1038961038961039,0.012987012987012988,0.1038961038961039,0,0.012987012987012988,0.07792207792207792,0,0,0,0,0.025974025974025976,0,0,0,0.05194805194805195,0,0,0,0,0,0,0.025974025974025976,0.5454545454545454,0.025974025974025976,0
MDIBL-habs_Bar_Harbor_Town_Pier_22D_2005-06-28T19:48:00UTC,Bar_Harbor_Town_Pier_22D_2005-06-28T19:48:00UTC,Bar_Harbor_Town_Pier_22D,EPSG:4326 WGS84,44.402771,-68.202588,US,5,2005-06-28T19:48:00Z,2005-06-28T14:48:00Z,2005-06-29T03:59:59Z,17,11.5,Partly Cloudy,0,NA,3.6,Ripple,Medium,In,1.8288000000000002,McDonnell Zephyr|Peacock Valerie,Forgot the scope- used a mason jar (tow depth and transparency depth approximate)|NA,33,8.7,8.8,8.75,NA,NA,NA,NA,3.9,Tow,0.5,3,NA,NA,NA,NA,0.016,0,0.216,0.072,0.008,0,0,0.104,0,0.008,0.008,0,0.024,0,0.016,0,0,0,0,0,0,0,0,0.032,0.48,0.008,0.008
MDIBL-habs_MDIBL_Dock_22G_2005-06-28T20:15:00UTC,MDIBL_Dock_22G_2005-06-28T20:15:00UTC,MDIBL_Dock_22G,EPSG:4326 WGS84,44.39152,-68.192764,US,5,2005-06-28T20:15:00Z,2005-06-28T14:48:00Z,2005-06-29T03:59:59Z,23,13,Overcast,0,NA,3.5,Ripple,Low,Out,2.1336,Peacock Valerie|Beckford,"NA|NA",33,8.8,9.2,9,NA,NA,NA,NA,3.35,Tow,0.5,2.3,NA,NA,NA,NA,0.009433962264150943,0,0.3113207547169811,0,0.009433962264150943,0,0,0.02830188679245283,0.018867924528301886,0.018867924528301886,0.009433962264150943,0,0,0,0,0,0,0.018867924528301886,0,0,0,0,0,0.009433962264150943,0.5283018867924528,0.018867924528301886,0.018867924528301886
MDIBL-habs_SWH_Beals_21A_2005-06-30T12:40:00UTC,SWH_Beals_21A_2005-06-30T12:40:00UTC,SWH_Beals_21A,EPSG:4326 WGS84,44.2749688,-68.31374237,US,10,2005-06-30T12:40:00Z,2005-07-01T03:58:00Z,2005-07-01T03:59:59Z,13.5,12,Fog,0.7619999999999999,NA,6,Ripple,Medium,In,2.7432000000000003,Burne Bonnie|Calcagni Tifin,(3)  Gymnodinium|Fishing boats pulled up to the dock,33,9,9.2,9.1,NA,NA,NA,NA,4.95,Tow,0.5,4,NA,NA,NA,NA,0.05,0,0.375,0,0.1,0.025,0,0.1,0.025,0.025,0,0,0.025,0,0.025,0,0,0,0,0,0,0,0,0.05,0.125,0.075,0
MDIBL-habs_Bar_Harbor_Town_Pier_22D_2005-07-05T13:40:00UTC,Bar_Harbor_Town_Pier_22D_2005-07-05T13:40:00UTC,Bar_Harbor_Town_Pier_22D,EPSG:4326 WGS84,44.402771,-68.202588,US,5,2005-07-05T13:40:00Z,2005-07-05T08:57:00Z,2005-07-05T15:07:00Z,21,11,Clear,0,NA,3.5,Ripple,Low,In,1.8288000000000002,Hollenbeck Jonathan|Jones,"NA|NA",33,8.3,8.1,8.2,NA,NA,NA,NA,4.92,Tow,0.5,4.5,NA,NA,NA,NA,0.03,0,0.01,0.07,0.04,0,0,0.24,0,0.08,0.04,0,0.01,0,0,0,0,0,0,0,0,0,0.01,0.05,0.39,0.03,0
MDIBL-habs_MDIBL_Dock_22G_2005-07-05T20:15:00UTC,MDIBL_Dock_22G_2005-07-05T20:15:00UTC,MDIBL_Dock_22G,EPSG:4326 WGS84,44.39152,-68.192764,US,5,2005-07-05T20:15:00Z,2005-07-05T08:57:00Z,2005-07-06T03:59:59Z,26.5,13,Clear,0,NA,3.5,Ripple,Low,NA,3.6576000000000004,Simis|Peacock Valerie|McDonnell Zephyr,"NA|NA",32,8.8,8.4,8.6,NA,NA,NA,NA,2.55,Tow,0.5,2,NA,NA,NA,NA,0.009900990099009901,0,0.26732673267326734,0,0.0594059405940594,0,0,0.32673267326732675,0.019801980198019802,0.019801980198019802,0.04950495049504951,0,0,0,0,0,0,0.039603960396039604,0,0,0,0,0,0,0.2079207920792079,0,0
MDIBL-habs_SWH_Beals_21A_2005-07-07T13:30:00UTC,SWH_Beals_21A_2005-07-07T13:30:00UTC,SWH_Beals_21A,EPSG:4326 WGS84,44.2749688,-68.31374237,US,10,2005-07-07T13:30:00Z,2005-07-07T09:52:00Z,2005-07-07T16:28:00Z,16,12,Overcast,0.254,NA,3.5,Calm,None,In,1.2192,Specht Paige|Palmer Megan|Calcagni Tifin,"NA|NA",32,8.4,8.4,8.4,NA,NA,NA,NA,4.75,Tow,0.5,4,NA,NA,NA,NA,0.0847457627118644,0,0.3728813559322034,0,0.03389830508474576,0,0.01694915254237288,0.05084745762711865,0,0,0.01694915254237288,0,0,0.01694915254237288,0.15254237288135594,0,0,0.01694915254237288,0,0,0.01694915254237288,0,0,0.03389830508474576,0.1016949152542373,0,0.0847457627118644
MDIBL-habs_Bar_Harbor_Town_Pier_22D_2005-07-11T13:39:00UTC,Bar_Harbor_Town_Pier_22D_2005-07-11T13:39:00UTC,Bar_Harbor_Town_Pier_22D,EPSG:4326 WGS84,44.402771,-68.202588,US,5,2005-07-11T13:39:00Z,2005-07-11T12:47:00Z,2005-07-12T03:59:59Z,22.5,12.5,Clear,0,NA,2,Ripple,None,In,0.6096,Calcagni Tifin,"NA|Barge at pier, left halfway through sampling, washing Cruise Ship with soap",34,8.7,8.4,8.55,NA,NA,NA,NA,2.53,Tow,0.5,2,NA,NA,NA,NA,0,0.061224489795918366,0.20408163265306123,0,0,0,0,0.10204081632653061,0,0,0.12244897959183673,0,0.10204081632653061,0,0,0,0.04081632653061224,0.12244897959183673,0,0,0,0,0,0,0.22448979591836735,0.02040816326530612,0
MDIBL-habs_SWH_Beals_21A_2005-07-14T12:18:00UTC,SWH_Beals_21A_2005-07-14T12:18:00UTC,SWH_Beals_21A,EPSG:4326 WGS84,44.2749688,-68.31374237,US,10,2005-07-14T12:18:00Z,2005-07-14T14:19:00Z,2005-07-15T03:59:59Z,15,13,Overcast,0,NA,1,Calm,Low,Out,3.048,Calcagni Tifin|Jones,"NA|Oil on water surface",34,8.5,8.5,8.5,NA,NA,NA,NA,4.44,Tow,0.5,4,NA,NA,NA,NA,0,0.019230769230769232,0.6730769230769231,0,0,0,0,0.11538461538461539,0,0.038461538461538464,0.019230769230769232,0,0.019230769230769232,0,0.019230769230769232,0,0,0,0,0,0,0,0.019230769230769232,0.038461538461538464,0.019230769230769232,0.019230769230769232,0
MDIBL-habs_Bar_Harbor_Town_Pier_22D_2005-07-18T13:30:00UTC,Bar_Harbor_Town_Pier_22D_2005-07-18T13:30:00UTC,Bar_Harbor_Town_Pier_22D,EPSG:4326 WGS84,44.402771,-68.202588,US,5,2005-07-18T13:30:00Z,2005-07-18T06:12:00Z,2005-07-18T12:21:00Z,16,13,Overcast,0,NA,0.8,Ripple,Low,Out,2.4384,Calcagni Tifin|Hollenbeck Jonathan|Jones,"NA|NA",34,8,8.1,8.05,NA,NA,NA,NA,5.05,Tow,0.5,4.5,NA,NA,NA,NA,0,0,0.6349206349206349,0,0,0,0,0.12698412698412698,0,0,0.07936507936507936,0,0.031746031746031744,0.031746031746031744,0,0,0,0.06349206349206349,0,0,0,0,0,0.031746031746031744,0,0,0
