id,eventID,site,locationID,geodeticDatum,decimalLatitude,decimalLongitude,countryCode,coordinateUncertaintyInMeters,eventDate,date_emailed_to_DMR,BOD_date,air_temp,water_temp,weather,rainfall_mm,wind_direction,wind_speed_knots,water_surface,water_current,tide_stage,tide_height,monitor_names,eventRemarks,salinity_ppt,DO1_ppm,DO2_ppm,DOavg_ppm,DO1_day5_ppm,DO2_day5_ppm,DO2_day5_avg,bod,transparency_depth_mean,sampling_method,minimumDepthInMeters,maximumDepthInMeters,Alexandrium,Ceratium,Chaetoceros_spp,Chaetoceros_socialis,Coscinodiscus,Dictyocha,Ditylum,Dinophysis_spp,Eucampia,Gonyaulax,Guinardia,Gymnodinium,Gyrosigma,Licmophora,Leptocylindrus,Melosira,Navicula,Nitzschia,Phaeocystis,Pleurosigma,Prorocentrum_spp,Prorocentrum_lima,Protoperidinium,Pseudo_nitzschia_small,Pseudo_nitzschia_large,Pseudo_nitzchia_spp,Rhizosolenia,Thalassionema,Thalassiosira,Other_phytoplankton,total_phytoplankton,too_numerous_to_count_grid_num
MDIBL-habs_21A_2005-04-04T12:40:00UTC,21A_2005-04-04T12:40:00UTC,SWH Beals,21A,EPSG:4326 WGS84,44.2749688,-68.31374237,US,10,2005-04-04T12:40:00UTC,NA,2005-04-11T04:00:00Z,4,3,Drizzle,58.166,NA,1,Calm,Low,Out,2.4384,Tifin,"bod run late. Supposed to be run 4/9/05|gas slick on water surface, lots of floating seaweed",34,9.2,8.4,8.8,7.1,7,7.05,1.75,3.7,Tow,0.5,3.5,1,0,7,1,1,0,0,0,0,3,0,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,29,0,46,NA
MDIBL-habs_22D_2005-04-06T17:00:00UTC,22D_2005-04-06T17:00:00UTC,Bar Harbor Town Pier,22D,EPSG:4326 WGS84,44.402771,-68.202588,US,5,2005-04-06T17:00:00UTC,2005-04-06,2005-04-11T04:00:00Z,11.5,5,Clear,0,NA,4.75,Ripple,Low,Out,2.8956,Van Gorder J|Matt|Disney J|Durrant A,"BOD has a chunk of algea in it|disk hit bottom, boats recently fueled",32,10,10,10,NA,NA,NA,4.6,3.32,Tow,0.5,3,0,0,2,1,14,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,3,5,28,NA
MDIBL-habs_22D_2005-04-13T17:00:00UTC,22D_2005-04-13T17:00:00UTC,Bar Harbor Town Pier,22D,EPSG:4326 WGS84,44.402771,-68.202588,US,5,2005-04-13T17:00:00UTC,2005-04-20,2005-04-20T04:00:00Z,9,5,Partly Cloudy,1.5239999999999998,NA,0.75,Ripple,Low,In,1.524,Matt|Van Gorder J|Blaire|Gwenn|Durrant A,bod was done on 4/20/05|we did not have an aquascope and the was a bilge pump right next to the dock,NA,8.9,8.2,8.55,8.1,7.1,7.6,0.95,7.7,Tow,0.5,9,0,0,7,1,23,0,0,0,0,2,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,1,38,NA
MDIBL-habs_22D_2005-04-15T13:15:00UTC,22D_2005-04-15T13:15:00UTC,Bar Harbor Town Pier,22D,EPSG:4326 WGS84,44.402771,-68.202588,US,5,2005-04-15T13:15:00UTC,2005-04-15,NA,10,5,Clear,0,NA,8,Waves,Low,Out,3.3528000000000002,not_recorded,other=23 fragilaria+1 Gymnodinium|The disk hit the bottom,34,10.1,9,9.55,NA,NA,NA,NA,3,Tow,0.5,2.5,0,0,17,14,0,0,0,0,0,0,0,0,0,0,0,12,1,0,0,0,0,0,0,0,0,0,0,0,17,24,85,NA
MDIBL-habs_22D_2005-04-27T17:35:00UTC,22D_2005-04-27T17:35:00UTC,Bar Harbor Town Pier,22D,EPSG:4326 WGS84,44.402771,-68.202588,US,5,2005-04-27T17:35:00UTC,2005-04-27,2005-05-02T04:00:00Z,9.5,6.5,Overcast,0,NA,9,Calm,None,In,1.8288000000000002,Van Gorder J|Durrant A,"NA|NA",32,10,9.8,9.9,8.5,7.7,8.1,1.8,3.345,Tow,0.5,3,0,0,14,0,0,0,0,1,0,3,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,8,2,31,NA
MDIBL-habs_22D_2005-05-04T16:00:00UTC,22D_2005-05-04T16:00:00UTC,Bar Harbor Town Pier,22D,EPSG:4326 WGS84,44.402771,-68.202588,US,5,2005-05-04T16:00:00UTC,2005-05-04,NA,17,7,Partly Cloudy,0.254,NA,4.75,Waves,Medium,Out,1.3716000000000002,Van Gorder J|Durrant A|Karkuff,"NA|NA",32,9,9.6,9.3,NA,NA,NA,NA,3.61,Tow,0.5,3,5,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,13,NA
MDIBL-habs_22D_2005-05-13T16:50:00UTC,22D_2005-05-13T16:50:00UTC,Bar Harbor Town Pier,22D,EPSG:4326 WGS84,44.402771,-68.202588,US,5,2005-05-13T16:50:00UTC,NA,2005-05-17T04:00:00Z,14.5,8,Clear,0.2032,NA,12,Waves,Medium,In,1.524,Durrant A|Van Gorder J|Crain,"NA|tower on boat ramp, too rough out on floating dock, algea on ramp, shrimp",31,9.95,9.5,9.725,6.8,7.6,7.2,2.525,3,Tow,0.5,2,0,0,17,0,0,0,0,1,0,1,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,1,0,1,29,NA
MDIBL-habs_22D_2005-06-01T17:15:00UTC,22D_2005-06-01T17:15:00UTC,Bar Harbor Town Pier,22D,EPSG:4326 WGS84,44.402771,-68.202588,US,5,2005-06-01T17:15:00UTC,NA,NA,22.5,10,Clear,0.508,NA,7.5,Ripple,Low,Out,0.6096,Durrant A,"we are seeing a ton of dinophysis…|boats at pier, first sunny week in months",NA,NA,NA,NA,NA,NA,NA,NA,2.82,Tow,0.5,2,2,0,7,0,0,0,0,5,0,0,0,0,0,0,0,2,3,3,0,0,0,0,0,0,0,1,0,0,0,2,25,NA
MDIBL-habs_22D_2005-06-03T17:45:00UTC,22D_2005-06-03T17:45:00UTC,Bar Harbor Town Pier,22D,EPSG:4326 WGS84,44.402771,-68.202588,US,5,2005-06-03T17:45:00UTC,NA,NA,17,12,Partly Cloudy,0,NA,6.5,Ripple,None,Out,3.048,Matt|Jeremy|Durrant A,"NA|lots of organic matter in the water",32,NA,NA,NA,NA,NA,NA,NA,2.68,Tow,0.5,2,3,0,6,0,0,0,0,0,0,0,0,0,1,0,0,2,0,1,0,0,0,0,0,0,0,2,0,1,0,2,18,NA
MDIBL-habs_22D_2005-06-07T13:10:00UTC,22D_2005-06-07T13:10:00UTC,Bar Harbor Town Pier,22D,EPSG:4326 WGS84,44.402771,-68.202588,US,5,2005-06-07T13:10:00UTC,NA,NA,14,9,Fog,0,NA,NA,Ripple,NA,NA,NA,Kubeck|Swann,The sample was analyzed on 6-8.  Alexandrium was breaking down.  The 3 cells were in a clump.  Two were in the form of  a doublet.|It was sort of a mix between clear and fog.  The tow was a little longer than the usual 5 minutes.  There was a lobster boat with the motor running.,33,7.3,6.7,7,NA,NA,NA,NA,4.4,Tow,0.5,4,3,0,4,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,12,NA
MDIBL-habs_22D_2005-06-13T17:40:00UTC,22D_2005-06-13T17:40:00UTC,Bar Harbor Town Pier,22D,EPSG:4326 WGS84,44.402771,-68.202588,US,5,2005-06-13T17:40:00UTC,2005-06-23,NA,24,12,Partly Cloudy,0,NA,9,Ripple,Medium,In,1.2192,Matt|Kubeck|Disney J,"NA|Nantucket Clipper taking off and releasing water (engine cooling? What else?) There is an oil slick. A guy dumped waste (bait juice) and hosed off truck into water.",30,10,9.8,9.9,NA,NA,NA,NA,5,Tow,0.5,4.5,1,0,2,0,0,0,0,5,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,11,NA
MDIBL-habs_22G_2005-06-15T14:00:00UTC,22G_2005-06-15T14:00:00UTC,MDIBL Dock,22G,EPSG:4326 WGS84,44.39152,-68.192764,US,5,2005-06-15T14:00:00UTC,2005-06-15,NA,10,11.5,Overcast,25.4,NA,6,Waves,Low,NA,3.6576000000000004,Simis|Peacock|McDonnell,"NA|We had two very hot days and today colder than normal",33,8.4,8.6,8.5,NA,NA,NA,NA,2.96,Tow,0.5,2,0,0,15,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,25,0,0,49,NA
MDIBL-habs_22D_2005-06-21T19:45:00UTC,22D_2005-06-21T19:45:00UTC,Bar Harbor Town Pier,22D,EPSG:4326 WGS84,44.402771,-68.202588,US,5,2005-06-21T19:45:00UTC,2005-06-21,NA,23,12,Clear,0,NA,0.5,Ripple,Low,NA,3.6576000000000004,Peacock|Simis|McDonnell,lots of bacteria|NA,32,8.6,8.4,8.5,NA,NA,NA,NA,2.72,Tow,0.5,2,0,0,0,0,2,0,0,4,0,1,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,11,0,40,3,1,66,NA
MDIBL-habs_22D_2005-06-27T13:50:00UTC,22D_2005-06-27T13:50:00UTC,Bar Harbor Town Pier,22D,EPSG:4326 WGS84,44.402771,-68.202588,US,5,2005-06-27T13:50:00UTC,NA,NA,20,10.5,Overcast,0,NA,4.5,Ripple,None,NA,0.3048,Burne|Hollenbeck|Jones|Calcagni,"NA|DO bottle #2 toppled over before settling",34,8.8,9.4,9.2,NA,NA,NA,NA,2.08,Tow,0.5,1.5,1,0,8,1,8,0,1,6,0,0,0,0,2,0,0,0,4,0,0,0,0,0,0,0,0,4,2,42,2,0,83,NA
MDIBL-habs_22D_2005-06-28T19:48:00UTC,22D_2005-06-28T19:48:00UTC,Bar Harbor Town Pier,22D,EPSG:4326 WGS84,44.402771,-68.202588,US,5,2005-06-28T19:48:00UTC,2005-06-28,NA,17,11.5,Partly Cloudy,0,NA,3.6,Ripple,Medium,In,1.8288000000000002,McDonnell|Peacock,Forgot the scope- used a mason jar (tow depth and transparency depth approximate)|NA,33,8.7,8.8,8.75,NA,NA,NA,NA,3.9,Tow,0.5,3,2,0,27,9,1,0,0,13,0,1,1,0,3,0,2,0,0,0,0,0,0,0,0,0,0,2,4,60,1,1,128,NA
MDIBL-habs_22G_2005-06-28T20:15:00UTC,22G_2005-06-28T20:15:00UTC,MDIBL Dock,22G,EPSG:4326 WGS84,44.39152,-68.192764,US,5,2005-06-28T20:15:00UTC,NA,NA,23,13,Overcast,0,NA,3.5,Ripple,Low,Out,2.1336,Peacock|Beckford,"NA|NA",33,8.8,9.2,9,NA,NA,NA,NA,3.35,Tow,0.5,2.3,1,0,33,0,1,0,0,3,2,2,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,1,56,2,2,107,NA
MDIBL-habs_21A_2005-06-30T12:40:00UTC,21A_2005-06-30T12:40:00UTC,SWH Beals,21A,EPSG:4326 WGS84,44.2749688,-68.31374237,US,10,2005-06-30T12:40:00UTC,NA,NA,13.5,12,Fog,0.7619999999999999,NA,6,Ripple,Medium,In,2.7432000000000003,Burne|Calcagni,(3)  Gymnodinium|Fishing boats pulled up to the dock,33,9,9.2,9.1,NA,NA,NA,NA,4.95,Tow,0.5,4,2,0,15,0,4,1,0,4,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,13,2,5,3,0,56,NA
MDIBL-habs_22D_2005-07-05T13:40:00UTC,22D_2005-07-05T13:40:00UTC,Bar Harbor Town Pier,22D,EPSG:4326 WGS84,44.402771,-68.202588,US,5,2005-07-05T13:40:00UTC,NA,NA,21,11,Clear,0,NA,3.5,Ripple,Low,In,1.8288000000000002,Hollenbeck|Jones,"NA|NA",33,8.3,8.1,8.2,NA,NA,NA,NA,4.92,Tow,0.5,4.5,3,0,1,7,4,0,0,24,0,8,4,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,5,39,3,0,100,NA
MDIBL-habs_22G_2005-07-05T20:15:00UTC,22G_2005-07-05T20:15:00UTC,MDIBL Dock,22G,EPSG:4326 WGS84,44.39152,-68.192764,US,5,2005-07-05T20:15:00UTC,2005-07-05,NA,26.5,13,Clear,0,NA,3.5,Ripple,Low,NA,3.6576000000000004,Simis|Peacock|McDonnell,"NA|NA",32,8.8,8.4,8.6,NA,NA,NA,NA,2.55,Tow,0.5,2,1,0,27,0,6,0,0,33,2,2,5,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,21,0,0,101,NA
MDIBL-habs_21A_2005-07-07T13:30:00UTC,21A_2005-07-07T13:30:00UTC,SWH Beals,21A,EPSG:4326 WGS84,44.2749688,-68.31374237,US,10,2005-07-07T13:30:00UTC,2005-07-07,NA,16,12,Overcast,0.254,NA,3.5,Calm,None,In,1.2192,Specht|Palmer|Calcagni,"NA|NA",32,8.4,8.4,8.4,NA,NA,NA,NA,4.75,Tow,0.5,4,5,0,22,0,2,0,1,3,0,0,1,0,0,1,9,0,0,1,0,0,1,0,0,0,0,7,2,6,0,5,67,NA
MDIBL-habs_22D_2005-07-11T13:39:00UTC,22D_2005-07-11T13:39:00UTC,Bar Harbor Town Pier,22D,EPSG:4326 WGS84,44.402771,-68.202588,US,5,2005-07-11T13:39:00UTC,2005-07-11,NA,22.5,12.5,Clear,0,NA,2,Ripple,None,In,0.6096,Tifin,"NA|Barge at pier, left halfway through sampling, washing Cruise Ship with soap",34,8.7,8.4,8.55,NA,NA,NA,NA,2.53,Tow,0.5,2,0,3,10,0,0,0,0,5,0,0,6,0,5,0,0,0,2,6,0,0,0,0,0,0,0,1,0,11,1,0,50,NA
MDIBL-habs_21A_2005-07-14T12:18:00UTC,21A_2005-07-14T12:18:00UTC,SWH Beals,21A,EPSG:4326 WGS84,44.2749688,-68.31374237,US,10,2005-07-14T12:18:00UTC,2005-07-15,NA,15,13,Overcast,0,NA,1,Calm,Low,Out,3.048,Calcagni|Jones,"NA|Oil on water surface",34,8.5,8.5,8.5,NA,NA,NA,NA,4.44,Tow,0.5,4,0,1,35,0,0,0,0,6,0,2,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,2,1,1,0,54,NA
MDIBL-habs_22D_2005-07-18T13:30:00UTC,22D_2005-07-18T13:30:00UTC,Bar Harbor Town Pier,22D,EPSG:4326 WGS84,44.402771,-68.202588,US,5,2005-07-18T13:30:00UTC,2005-07-18,NA,16,13,Overcast,0,NA,0.8,Ripple,Low,Out,2.4384,Calcagni|Hollenbeck|Jones,"NA|NA",34,8,8.1,8.05,NA,NA,NA,NA,5.05,Tow,0.5,4.5,0,0,40,0,0,0,0,8,0,0,5,0,2,2,0,0,0,4,0,0,0,0,0,0,0,0,2,0,0,0,0,NA
MDIBL-habs_22G_2005-07-19T20:00:00UTC,22G_2005-07-19T20:00:00UTC,MDIBL Dock,22G,EPSG:4326 WGS84,44.39152,-68.192764,US,5,2005-07-19T20:00:00UTC,NA,NA,17,15,Clear,0,NA,2,Ripple,None,Out,0.6096,Peacock,"NA|lots of moon jellyfish",34,8.4,9,8.7,NA,NA,NA,NA,2.19,Tow,0.5,1.75,4,0,96,0,1,0,0,37,2,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,3,0,1,142,NA
MDIBL-habs_21B_2005-07-22T12:20:00UTC,21B_2005-07-22T12:20:00UTC,SWH Dysarts,21B,EPSG:4326 WGS84,44.27415296,-68.32196911,US,70,2005-07-22T12:20:00UTC,NA,NA,20,13,Clear,0,NA,0.8,Ripple,Low,In,0.9144000000000001,Tifin,"NA|NA",33,8.6,8.4,8.5,NA,NA,NA,NA,3.14,Tow,0.5,3,0,0,36,3,0,0,0,7,0,2,1,0,1,0,0,0,0,0,0,0,0,0,2,0,0,1,0,1,0,2,56,NA
MDIBL-habs_22D_2005-07-25T13:52:00UTC,22D_2005-07-25T13:52:00UTC,Bar Harbor Town Pier,22D,EPSG:4326 WGS84,44.402771,-68.202588,US,5,2005-07-25T13:52:00UTC,2005-07-25,NA,22.5,12,Overcast,0,NA,2,Ripple,Medium,Out,0.6096,Chaplin|Kubeck|Jones|Hollenbeck,"NA|From the Harbor Master: bait recently thrown over dock and a yacht was kicking up dirt because it was in shallow water.",34,8.2,8.4,8.3,NA,NA,NA,NA,3.5,Tow,0.5,3,1,0,17,0,0,0,0,1,1,1,3,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,3,1,0,0,31,NA
MDIBL-habs_22G_2005-07-25T18:46:00UTC,22G_2005-07-25T18:46:00UTC,MDIBL Dock,22G,EPSG:4326 WGS84,44.39152,-68.192764,US,5,2005-07-25T18:46:00UTC,2005-07-25,NA,22.5,14,Partly Cloudy,9.906,NA,1,Ripple,None,In,1.8288000000000002,Peacock|Simis|McDonnell,"NA|NA",32,8,7.6,7.8,NA,NA,NA,NA,2.7,Tow,0.5,2,0,0,104,0,0,0,0,37,3,2,3,0,2,0,0,0,1,2,0,0,0,0,0,0,0,0,0,29,0,0,182,NA
MDIBL-habs_22A_2005-07-28T17:45:00UTC,22A_2005-07-28T17:45:00UTC,Anchorage Alpha,22A,EPSG:4326 WGS84,44.39145975,-68.19188395,US,450,2005-07-28T17:45:00UTC,2005-07-29,NA,21.5,13.5,Clear,4.064,NA,4,Ripple,Low,Out,1.2192,Jones|Hollenbeck|Calcagni|Kubeck|Chaplin,"NA|Cruise Ship Enchantment of the Seas",31,7.9,7.6,7.75,NA,NA,NA,NA,4.24,Tow,0.5,4,0,0,82,0,0,0,0,4,1,0,11,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,1,1,1,0,109,NA
MDIBL-habs_23A_2005-07-29T14:25:00UTC,23A_2005-07-29T14:25:00UTC,Bass Harbor,23A,EPSG:4326 WGS84,44.2347384,-68.34908401,US,200,2005-07-29T14:25:00UTC,NA,NA,19,12,Clear,0,NA,0.8,Ripple,Low,Out,1.524,MDIWQC|Tremont School,"NA|Ferry arrived while towing",32,7.6,6.9,7.2,NA,NA,NA,NA,3.5,Tow,0.5,3.1,0,0,4,0,0,0,0,2,1,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,11,NA
MDIBL-habs_22D_2005-08-01T13:50:00UTC,22D_2005-08-01T13:50:00UTC,Bar Harbor Town Pier,22D,EPSG:4326 WGS84,44.402771,-68.202588,US,5,2005-08-01T13:50:00UTC,NA,NA,17,13,Drizzle,0.254,NA,3.5,Ripple,Medium,Out,2.4384,Jonathan,one other is gymnodinium and the other is unkown|oil on surface,34,7.8,8,7.9,NA,NA,NA,NA,4.845,Tow,0.5,4.2,0,0,125,0,0,0,0,3,2,0,3,0,0,3,1,0,1,2,0,0,0,0,1,0,0,0,0,1,0,2,144,NA
MDIBL-habs_22G_2005-08-02T18:12:00UTC,22G_2005-08-02T18:12:00UTC,MDIBL Dock,22G,EPSG:4326 WGS84,44.39152,-68.192764,US,5,2005-08-02T18:12:00UTC,2005-08-02,NA,21,16,Overcast,10.668,NA,3.5,Ripple,None,Out,0.3048,Simis|Peacock|McDonnell,we saw two types of phytoplankton that we could not identify- a rectangular single cell and a hamburger shaped dinoflagellate- we took pictures of both.|NA,34,8.6,7.8,8.2,NA,NA,NA,NA,2.28,Tow,0.5,1.5,0,0,81,0,0,0,0,20,1,0,4,0,0,0,4,0,0,0,0,0,0,0,2,0,0,0,0,0,0,10,122,NA
MDIBL-habs_21A_2005-08-04T12:42:00UTC,21A_2005-08-04T12:42:00UTC,SWH Beals,21A,EPSG:4326 WGS84,44.2749688,-68.31374237,US,10,2005-08-04T12:42:00UTC,2005-08-05,NA,26,12.5,Clear,0,NA,0.87,Calm,Low,In,1.524,Calcagni|Shanholtzer,"Did not know to check the salinity, so the test was not run. Blame the new teacher intern.|One fisherman on dock originally, then father and two young kids came down to fish as well.",NA,7.8,8.6,8.2,NA,NA,NA,NA,4.23,Tow,0.5,3.8,0,0,165,2,0,0,0,15,2,1,1,0,2,0,9,0,2,3,0,0,0,0,1,0,0,0,0,0,0,8,213,NA
MDIBL-habs_22D_2005-08-09T15:24:00UTC,22D_2005-08-09T15:24:00UTC,Bar Harbor Town Pier,22D,EPSG:4326 WGS84,44.402771,-68.202588,US,5,2005-08-09T15:24:00UTC,2005-08-09,NA,26,13.5,Clear,0,NA,1,Ripple,None,In,1.524,Simis|McDonnell|Peacock,"Strained plankton to make it more concentrated|Alison, Jen, Jane Tifin",32,8.4,8.6,8.5,NA,NA,NA,NA,4.05,Tow,0.5,3,0,1,11,0,4,0,0,16,1,0,7,0,0,0,0,3,2,0,0,0,0,0,0,0,0,0,0,7,0,0,52,NA
MDIBL-habs_22D_2005-08-16T18:16:00UTC,22D_2005-08-16T18:16:00UTC,Bar Harbor Town Pier,22D,EPSG:4326 WGS84,44.402771,-68.202588,US,5,2005-08-16T18:16:00UTC,2005-08-16,NA,22,15,Partly Cloudy,9.652,NA,3.5,Ripple,Low,Out,0.3048,Simis|McDonnell|Peacock,sample bottle spilled|NA,32,8.4,8,8.2,NA,NA,NA,NA,2.2,Tow,0.5,1.5,0,0,4,0,3,0,0,26,1,0,34,0,0,0,0,0,5,0,0,0,0,0,0,0,0,3,0,0,0,0,76,NA
MDIBL-habs_22G_2005-08-16T18:41:00UTC,22G_2005-08-16T18:41:00UTC,MDIBL Dock,22G,EPSG:4326 WGS84,44.39152,-68.192764,US,5,2005-08-16T18:41:00UTC,2005-08-16,NA,21.5,16,Partly Cloudy,9.652,NA,3,Ripple,Low,Out,0.3048,Simis|McDonnell|Peacock,"NA|people on dock fishing, lots of suspended particles",33,8.2,9,8.6,NA,NA,NA,NA,2,Tow,0.5,1.5,0,0,2,0,0,0,0,13,2,0,23,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39,NA
MDIBL-habs_22D_2005-08-24T14:26:00UTC,22D_2005-08-24T14:26:00UTC,Bar Harbor Town Pier,22D,EPSG:4326 WGS84,44.402771,-68.202588,US,5,2005-08-24T14:26:00UTC,2005-08-24,NA,21,13,Overcast,0,NA,1,Ripple,Low,Out,0.6096,Simis|McDonnell,"NA|lots of boat traffic",32,8,7.8,7.9,NA,NA,NA,NA,2.72,Tow,0.5,2,0,0,0,0,0,0,0,4,0,1,46,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,2,0,1,59,NA
MDIBL-habs_22G_2005-08-24T15:08:00UTC,22G_2005-08-24T15:08:00UTC,MDIBL Dock,22G,EPSG:4326 WGS84,44.39152,-68.192764,US,5,2005-08-24T15:08:00UTC,2005-08-21,NA,27,14,Partly Cloudy,0,NA,1,Ripple,Low,Out,0.6096,Simis|McDonnell,"NA|NA",33,6.8,7.8,7.3,NA,NA,NA,NA,2.8,Tow,0.5,2,0,0,0,0,0,0,0,26,9,0,55,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,92,NA
MDIBL-habs_22D_2005-08-30T17:58:00UTC,22D_2005-08-30T17:58:00UTC,Bar Harbor Town Pier,22D,EPSG:4326 WGS84,44.402771,-68.202588,US,5,2005-08-30T17:58:00UTC,2005-08-30,NA,18,13,Drizzle,25.4,NA,0,Ripple,Low,Out,3.3528000000000002,Simis|McDonnell,"NA|NA",34,7.6,6.6,7.1,NA,NA,NA,NA,2.49,Tow,0.5,2,0,0,0,0,1,0,0,23,3,1,3,0,1,0,0,0,2,0,0,0,0,0,1,0,0,4,0,0,0,0,39,NA
MDIBL-habs_22G_2005-08-30T18:35:00UTC,22G_2005-08-30T18:35:00UTC,MDIBL Dock,22G,EPSG:4326 WGS84,44.39152,-68.192764,US,5,2005-08-30T18:35:00UTC,2005-08-30,NA,17.5,16,Drizzle,25.4,NA,0,Ripple,Low,Out,3.3528000000000002,Simis|McDonnell,low phytoplankton count?|transparancy measurement hit bottom,31,8.2,8,8.1,NA,NA,NA,NA,3.02,Tow,0.5,2,0,0,0,0,0,0,0,8,9,3,3,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,2,29,NA
MDIBL-habs_22D_2005-09-07T14:55:00UTC,22D_2005-09-07T14:55:00UTC,Bar Harbor Town Pier,22D,EPSG:4326 WGS84,44.402771,-68.202588,US,5,2005-09-07T14:55:00UTC,NA,NA,17,14,Clear,0,NA,2.1,Calm,Medium,In,1.524,Simis|Peacock,"NA|lots of boat traffic by the float- 2 cruise ships at harbor/ lobster boat on dock/ oil on surface of water/ water very green",33,8.4,8.2,8.3,NA,NA,NA,NA,2.6,Tow,0.5,1.5,0,0,0,0,1,0,0,4,43,0,5,0,3,0,4,0,0,0,0,0,0,0,0,0,0,2,2,3,0,1,66,NA
MDIBL-habs_22G_2005-09-07T15:35:00UTC,22G_2005-09-07T15:35:00UTC,MDIBL Dock,22G,EPSG:4326 WGS84,44.39152,-68.192764,US,5,2005-09-07T15:35:00UTC,NA,NA,21,15,Clear,0,NA,2.1,Calm,Low,In,1.524,Peacock|Simis,"NA|NA",33,8.4,8.6,8.5,NA,NA,NA,NA,3.32,Tow,0.5,2.5,0,0,0,0,1,1,0,18,78,10,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,116,NA
MDIBL-habs_22D_2005-09-14T15:10:00UTC,22D_2005-09-14T15:10:00UTC,Bar Harbor Town Pier,22D,EPSG:4326 WGS84,44.402771,-68.202588,US,5,2005-09-14T15:10:00UTC,2005-09-14,NA,16,12.5,Overcast,0,NA,3.5,Ripple,Low,Out,3.048,Peacock|Simis,"salinity not measured|2 cruise ships at anchor, lots of tender traffic",NA,7.8,8,7.9,NA,NA,NA,NA,3.92,Tow,0.5,3,0,0,0,0,2,0,0,0,78,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,2,11,0,0,98,NA
MDIBL-habs_22G_2005-09-14T15:45:00UTC,22G_2005-09-14T15:45:00UTC,MDIBL Dock,22G,EPSG:4326 WGS84,44.39152,-68.192764,US,5,2005-09-14T15:45:00UTC,2005-09-14,NA,17.5,12,Overcast,0,NA,0.87,Calm,Low,Out,3.048,Peacock|Simis,lots of eucampia in big spirals- gave jar a reddish tint/ lots of black specs|very calm,33,9.4,9.6,9.5,NA,NA,NA,NA,2.85,Tow,0.5,2,0,0,0,0,1,0,0,18,65,4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,3,0,5,99,NA
MDIBL-habs_22D_2005-09-21T14:51:00UTC,22D_2005-09-21T14:51:00UTC,Bar Harbor Town Pier,22D,EPSG:4326 WGS84,44.402771,-68.202588,US,5,2005-09-21T14:51:00UTC,2005-09-21,NA,18,12,Clear,3.0479999999999996,NA,11.3,Waves,High,In,1.2192,Peacock|Simis|Grubb,"NA|2 cruise ships, boats on dock, one guy hosing boat off, lots of boat traffic",34,8,8,8,NA,NA,NA,NA,2.86,Tow,0.5,2,0,0,0,0,2,0,0,20,83,1,1,0,0,0,15,0,5,0,0,0,0,0,2,0,0,8,0,21,0,1,155,NA
MDIBL-habs_22G_2005-09-21T15:25:00UTC,22G_2005-09-21T15:25:00UTC,MDIBL Dock,22G,EPSG:4326 WGS84,44.39152,-68.192764,US,5,2005-09-21T15:25:00UTC,2005-09-21,NA,19,13,Clear,3.0479999999999996,NA,11.3,Waves,None,In,1.2192,Peacock|Simis|Grubb,"NA|windy",35,8.2,7.6,7.9,NA,NA,NA,NA,3.35,Tow,0.5,2.5,0,0,0,0,2,0,0,7,199,0,0,0,1,0,4,0,13,0,0,0,0,0,0,0,0,5,0,0,0,1,232,NA
